index,teamId,summonerId,championId,win,perks_defense,perks_flex,perks_offense,subStyle,primaryStyle,primary1perk,primary2perk,sub1perk,sub2perk,enemy_champ_team,championLevel,championPoints,tags,partype,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,attack,defense,magic,difficulty
1,100,ArkkCqbnExHRSqinhsEMioxNZlFx0duGbVU1ZJ1F3Fk,42,False,5001,5008,5005,8200,8100,8112,8126,8236,8224,"[202, 166, 25, 50, 98]",5,51344,['Marksman'],Mana,588,105,350,54.0,325,28,4.7,30,1.3,550,5.5,0.55,7.4,0.55,0,0,55,2.8,2.3,0.638,8,3,6,6
2,100,X91sDmzYpHUpk9gkgnwYx683_xoPKBPRm7lxYxWDdqE,21,False,5002,5008,5005,8200,8000,8005,8009,8233,8236,"[202, 166, 25, 50, 98]",1,807,['Marksman'],Mana,640,103,300,40.0,325,28,4.2,30,1.3,550,3.75,0.65,8.0,0.8,0,0,52,2.4,3.0,0.656,8,2,5,1
3,100,33Fe61gLZIGEu2o7h0QdsGCpGyDPt3mTKgHwJ_lGPyEJ,31,False,5002,5002,5005,8000,8400,8437,8446,9111,9105,"[202, 166, 25, 50, 98]",4,18664,"['Tank', 'Mage']",Mana,644,94,270,60.0,345,38,5.0,32,2.05,125,9.0,0.85,7.2,0.45,0,0,69,4.2,1.44,0.625,3,7,7,5
4,100,nkFxuVPbNhP70yJwPbIGZ_1llzY_RAHedqK6wegWzwJ4XnA,5,False,5002,5008,5005,8300,8000,8010,9111,8304,8347,"[202, 166, 25, 50, 98]",6,33192,"['Fighter', 'Assassin']",Mana,640,106,274,55.0,345,35,4.7,32,2.05,175,8.0,0.7,7.25,0.45,0,0,63,3.0,3.5,0.645,8,6,3,2
5,200,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,202,True,5002,5008,5005,8000,8100,8128,8139,9111,8014,"[412, 42, 21, 31, 5]",7,124413,"['Marksman', 'Mage']",Mana,655,107,300,50.0,330,24,4.7,30,1.3,550,3.75,0.55,6.0,0.8,0,0,59,4.7,0.0,0.625,10,2,6,6
6,200,0nPz7ri619KkdYlJiPSnsVS35NgxoQtJoWH_2wcjYRSLRA,166,True,5002,5008,5005,8100,8000,8005,9111,8139,8135,"[412, 42, 21, 31, 5]",7,95941,"['Marksman', 'Assassin']",Mana,630,104,350,40.0,330,26,4.2,30,1.3,500,3.75,0.65,8.2,0.7,0,0,52,3.5,4.0,0.638,0,0,0,0
7,200,500-z1qVQ8GwiEHubwYokUDR5dhy5OSePjRTNBdnm3OK6w,25,True,5001,5008,5007,8000,8100,8124,8126,8009,8014,"[412, 42, 21, 31, 5]",5,63540,"['Mage', 'Support']",Mana,630,104,340,60.0,335,25,5.0,30,1.3,450,5.5,0.4,11.0,0.4,0,0,56,3.5,1.53,0.625,1,6,8,1
8,200,PqH_v3UEmxtCpC-VKSPPpxMjfWiTSiN9FozoUwkK44ggxQ,50,True,5001,5008,5007,8200,8100,8112,8126,8226,8210,"[412, 42, 21, 31, 5]",5,21759,"['Mage', 'Fighter']",Mana,595,99,468,29.0,330,26,5.2,30,1.3,525,7.0,0.65,8.0,0.8,0,0,58,2.7,2.11,0.625,2,6,9,8
9,200,BnWgiVUH935oq8wfRvapYJjfEPal3ubDyxv-xt8QThhasAY,98,True,5002,5003,5007,8100,8400,8437,8446,8106,8143,"[412, 42, 21, 31, 5]",7,73241,['Tank'],Energy,610,99,400,0.0,340,34,4.2,32,2.05,125,8.5,0.75,50.0,0.0,0,0,60,3.0,3.0,0.751,3,9,3,4
0,100,_YyToSM-7Uf7yNyntgsZNdWK-wm7de5-X8OYLshSP9Y73_U,517,True,5002,5008,5008,8300,8000,8010,8009,8345,8347,"[67, 166, 30, 44, 14]",6,64214,"['Mage', 'Assassin']",Mana,575,129,310,70.0,340,27,5.2,32,2.55,175,9.0,0.9,8.0,0.8,0,0,61,3.0,3.5,0.645,3,4,8,5
1,100,AYr3UVhf8YVJDkTS7mDj6Ukb6cvLvvCfcAJM6X2aU22ixQ,111,True,5001,5002,5007,8200,8400,8439,8446,8226,8237,"[67, 166, 30, 44, 14]",5,138032,"['Tank', 'Support']",Mana,646,100,400,47.0,325,39,4.95,32,2.05,175,8.5,0.55,8.65,0.5,0,0,61,3.3,1.0,0.706,4,6,6,6
2,100,ZOKzf5QpCKeIcUSjAYHXQCuUv_vS1qioKdbvfQY3A6gO1g,39,True,5002,5008,5005,8200,8000,8010,9111,8210,8236,"[67, 166, 30, 44, 14]",3,12156,"['Fighter', 'Assassin']",Mana,590,124,350,50.0,335,36,4.7,30,2.05,200,8.5,0.85,8.0,0.8,0,0,65,4.0,2.5,0.656,7,4,5,5
3,100,3I9s_ycNxaaGY79S3dIRucddCg3OldQ1P-Z8eiwsa_Yc2g,21,True,5002,5008,5005,8300,8000,8005,8009,8313,8345,"[67, 166, 30, 44, 14]",7,455403,['Marksman'],Mana,640,103,300,40.0,325,28,4.2,30,1.3,550,3.75,0.65,8.0,0.8,0,0,52,2.4,3.0,0.656,8,2,5,1
4,100,vlwXBTxbBpi005Izf9yEHcL4SXRGDIknLdlcgXhMa-OKY9s,234,True,5002,5008,5005,8300,8000,8010,9111,8304,8347,"[67, 166, 30, 44, 14]",4,13047,"['Assassin', 'Fighter']",None,630,109,10000,0.0,345,34,5.2,32,2.05,200,7.0,0.7,0.0,0.0,0,0,57,3.5,2.5,0.658,6,4,2,5
5,200,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,67,False,5002,5008,5005,8100,8000,8005,9111,8139,8135,"[517, 111, 39, 21, 234]",7,162725,"['Marksman', 'Assassin']",Mana,550,103,232,35.0,330,23,4.6,30,1.3,550,3.5,0.55,7.0,0.4,0,0,60,2.35,3.3,0.658,10,1,1,8
6,200,0nPz7ri619KkdYlJiPSnsVS35NgxoQtJoWH_2wcjYRSLRA,166,False,5002,5008,5005,8100,8000,8005,9111,8139,8135,"[517, 111, 39, 21, 234]",7,95941,"['Marksman', 'Assassin']",Mana,630,104,350,40.0,330,26,4.2,30,1.3,500,3.75,0.65,8.2,0.7,0,0,52,3.5,4.0,0.638,0,0,0,0
7,200,500-z1qVQ8GwiEHubwYokUDR5dhy5OSePjRTNBdnm3OK6w,30,False,5001,5008,5008,8000,8100,8128,8126,8009,8014,"[517, 111, 39, 21, 234]",5,80858,['Mage'],Mana,620,110,467,31.0,335,21,4.7,30,1.3,450,6.5,0.55,8.0,0.8,0,0,46,3.25,2.11,0.625,2,2,10,7
8,200,PqH_v3UEmxtCpC-VKSPPpxMjfWiTSiN9FozoUwkK44ggxQ,44,False,5002,5002,5007,8100,8400,8465,8446,8126,8106,"[517, 111, 39, 21, 234]",7,113929,"['Support', 'Fighter']",Mana,645,99,300,60.0,340,40,4.6,28,2.05,150,6.0,0.5,8.5,0.8,0,0,55,3.5,2.0,0.625,4,8,5,3
9,200,BnWgiVUH935oq8wfRvapYJjfEPal3ubDyxv-xt8QThhasAY,14,False,5002,5003,5007,8100,8400,8437,8446,8106,8143,"[517, 111, 39, 21, 234]",7,110785,"['Tank', 'Fighter']",Mana,655,87,400,52.0,345,32,4.2,32,2.05,175,7.5,0.8,8.0,0.6,0,0,68,4.0,1.3,0.679,5,9,3,5
0,100,uW98IB0gzrGmUSg-96MpiV57MC_sRXxw2C9Re5gir1t1mkc,875,True,5003,5008,5008,8400,8000,8010,9111,8444,8451,"[14, 35, 238, 145, 80]",5,26056,"['Fighter', 'Tank']",Grit,670,114,0,0.0,340,33,5.2,28,2.05,125,7.0,0.5,0.0,0.0,0,0,60,4.0,1.75,0.625,8,5,1,2
1,100,EnCntK5_1JHZgr3mbnAAtDf9zClwSK48nn0SIHwh8KVqDQ,154,True,5001,5003,5005,8300,8400,8439,8463,8304,8347,"[14, 35, 238, 145, 80]",5,36598,"['Tank', 'Fighter']",None,685,109,0,0.0,340,33,4.7,32,2.05,175,8.0,0.5,0.0,0.0,0,0,60,3.4,1.6,0.736,3,7,7,8
2,100,xkfkq0TUDdxLmof2Q-hm2KFNqJRKYSZ9lBlzxldfSLFkExw,246,True,5002,5008,5008,8000,8100,8112,8143,8009,8299,"[14, 35, 238, 145, 80]",3,11373,"['Assassin', 'Fighter']",Mana,590,124,320,50.0,335,28,4.7,32,2.05,150,6.0,0.9,8.0,0.7,0,0,66,3.1,2.1,0.688,0,2,4,8
3,100,RJr5dy3bk4JZkx2pVQRiQozP2XhcjFP6cKKqWzdzGteXcVk,498,True,5002,5008,5005,8100,8000,8008,9111,8139,8135,"[14, 35, 238, 145, 80]",7,322553,['Marksman'],Mana,660,102,340,40.0,330,25,4.2,30,1.3,525,3.25,0.75,8.25,0.8,0,0,60,3.5,3.9,0.658,10,6,1,5
4,100,PqH_v3UEmxtCpC-VKSPPpxMjfWiTSiN9FozoUwkK44ggxQ,518,True,5001,5008,5007,8200,8100,8112,8126,8226,8210,"[14, 35, 238, 145, 80]",4,15406,"['Mage', 'Support']",Mana,610,104,450,30.0,340,21,5.2,30,1.3,550,7.5,0.75,7.0,0.7,0,0,48,2.5,3.5,0.625,1,1,9,5
5,200,HuXhyI5xeVJkLyLSDS-TsqpoIwuJhX4JjuO0EwWX9GgCyA,14,False,5001,5008,5008,8000,8400,8437,8446,9105,8014,"[875, 154, 246, 498, 518]",5,51125,"['Tank', 'Fighter']",Mana,655,87,400,52.0,345,32,4.2,32,2.05,175,7.5,0.8,8.0,0.6,0,0,68,4.0,1.3,0.679,5,9,3,5
6,200,tauO3tWpFE8eh-Pw2wn5bdRpZFuMd32mQXg0-hQF7Sjj4Bg,35,False,5003,5008,5005,8000,8100,9923,8143,9111,8014,"[875, 154, 246, 498, 518]",3,10121,['Assassin'],Mana,630,99,297,40.0,345,30,4.0,32,2.05,125,8.5,0.55,7.15,0.45,0,0,63,3.0,3.0,0.694,8,4,6,9
7,200,hgPLBuzle4D8ZvvjQ-EY9ah15e58zmR7jA9CP2XkfCTpAQ,238,False,5003,5008,5008,8000,8100,8112,8139,9111,8014,"[875, 154, 246, 498, 518]",5,60058,['Assassin'],Energy,654,99,200,0.0,345,32,4.7,29,2.05,125,7.0,0.65,50.0,0.0,0,0,63,3.4,3.3,0.651,9,2,1,7
8,200,RIt13gTJ-z8-SYZxf6VzexXBgliHQZPOYrGpTv1cUqC6QQ,145,False,5001,5008,5005,8300,8100,9923,8139,8304,8345,"[875, 154, 246, 498, 518]",2,3635,['Marksman'],Mana,670,102,345,40.0,335,28,4.2,30,1.3,525,3.5,0.55,8.2,0.7,0,0,59,2.6,1.8,0.644,8,5,3,6
9,200,L39cCGpB_rnXdBRBq0tq7t5u4wsoA7WvXqyVfg3S4NuEU8vfJLvgYsOMvQ,80,False,5002,5008,5008,8100,8000,8005,9111,8126,8136,"[875, 154, 246, 498, 518]",4,14559,"['Fighter', 'Assassin']",Mana,650,109,317,31.0,345,40,4.95,28,2.05,175,6.0,0.65,7.35,0.45,0,0,64,3.3,2.95,0.658,9,4,3,4
0,100,gd1_22f7IHDXAONywNPKRhENfGgPvH1Kca6Pl3fj9AXF7g,150,False,5002,5008,5005,8100,8400,8437,8446,8143,8135,"[266, 64, 105, 81, 54]",7,185748,"['Fighter', 'Tank']",Rage,540,79,100,0.0,335,32,3.7,30,1.3,175,4.5,1.25,0.0,0.0,0,0,57,3.0,6.0,0.625,6,5,5,8
1,100,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,104,False,5002,5008,5008,8100,8000,8021,9111,8139,8135,"[266, 64, 105, 81, 54]",7,48948,['Marksman'],Mana,625,106,325,40.0,340,33,4.6,32,2.05,425,8.0,0.7,8.0,0.7,0,0,68,4.0,2.6,0.475,8,5,3,3
2,100,0KSdr6HVh5NWn1qfZ_nDo5QqDJ1tlIYpYyaabQ9H0jEZ,84,False,5003,5008,5008,8100,8000,8010,8009,8139,8135,"[266, 64, 105, 81, 54]",5,22216,['Assassin'],Energy,570,119,200,0.0,345,23,4.7,37,2.05,125,9.0,0.9,50.0,0.0,0,0,62,3.3,3.2,0.625,5,3,8,7
3,100,Zzn0oVVxtZFQOIoMWg7VdSjU40WNLVXtxpSozJXd1UN5,18,False,5003,5008,5005,8300,8000,8008,9111,8304,8345,"[266, 64, 105, 81, 54]",6,194905,"['Marksman', 'Assassin']",Mana,670,102,250,32.0,325,26,4.2,30,1.3,525,4.0,0.65,7.2,0.45,0,0,59,3.7,1.5,0.656,9,3,5,4
4,100,PqH_v3UEmxtCpC-VKSPPpxMjfWiTSiN9FozoUwkK44ggxQ,43,False,5001,5008,5007,8400,8200,8214,8226,8401,8453,"[266, 64, 105, 81, 54]",4,14245,"['Mage', 'Support']",Mana,604,109,374,50.0,335,28,5.0,30,1.3,525,5.5,0.55,13.0,0.5,0,0,51,3.3,2.3,0.625,1,7,8,5
5,200,QwLeWhge7qUg7Pliw4VnxX5z3LCXmXVdaY6PMUJ6vtoKBA,266,True,5002,5008,5008,8400,8000,8010,9111,8453,8444,"[150, 104, 84, 18, 43]",7,488744,"['Fighter', 'Tank']",Blood Well,650,114,0,0.0,345,38,4.45,32,2.05,175,3.0,1.0,0.0,0.0,0,0,60,5.0,2.5,0.651,8,4,3,4
6,200,hkIKtrWV0HLm0LmG7auwgXfgmwHW9bG-pF_S-ACPr5l23_U,64,True,5002,5008,5005,8100,8000,8010,9111,8143,8135,"[150, 104, 84, 18, 43]",5,37187,"['Fighter', 'Assassin']",Energy,645,105,200,0.0,345,34,4.9,32,2.05,125,7.5,0.7,50.0,0.0,0,0,66,3.7,3.0,0.651,8,5,3,6
7,200,H5v66tlHaULcv_YNmtRFWBEGmqjfAW1BvXaXqMsHg_bp,105,True,5003,5003,5007,8000,8100,8112,8143,9111,8014,"[150, 104, 84, 18, 43]",7,526729,"['Assassin', 'Fighter']",Mana,640,106,317,52.0,335,22,4.6,32,2.05,175,8.0,0.7,6.0,0.8,0,0,58,3.0,3.1,0.658,6,4,7,6
8,200,Y4kd7KMvhefZrlYqVKZlmIlNUZIYPEZeCOZhmQM0ZUh0iQ,81,True,5002,5008,5005,8200,8000,8010,8009,8226,8210,"[150, 104, 84, 18, 43]",7,173021,"['Marksman', 'Mage']",Mana,600,102,375,70.0,325,24,4.7,30,1.3,550,4.0,0.65,8.5,1.0,0,0,62,2.5,2.5,0.625,7,2,6,7
9,200,_sjfRkewf5DWCzQO1BPqq_Zjey7JDWPInhmrSmxU7FBn,54,True,5002,5008,5008,8100,8200,8229,8226,8126,8106,"[150, 104, 84, 18, 43]",6,62797,"['Tank', 'Fighter']",Mana,644,104,280,60.0,335,37,4.95,28,2.05,125,7.0,0.55,7.3,0.55,0,0,62,4.0,3.4,0.736,5,9,7,2
0,100,f5f2raZXqEVyLmKpJeUJkvCSTZuWZvcO38UfRUoWkV6Usg,86,True,5003,5008,5005,8400,8000,8010,9111,8473,8446,"[106, 77, 84, 51, 25]",7,131080,"['Fighter', 'Tank']",None,690,98,0,0.0,340,38,4.2,32,1.55,175,8.0,0.5,0.0,0.0,0,0,69,4.5,3.65,0.625,7,7,1,5
1,100,acxpZV3xs364wbPNjGDYazU4xX_8UbW--aXQfSBw7Wvm5elxPSgNuBaAdw,5,True,5003,5008,5005,8300,8000,8008,9111,8304,8347,"[106, 77, 84, 51, 25]",4,12989,"['Fighter', 'Assassin']",Mana,640,106,274,55.0,345,35,4.7,32,2.05,175,8.0,0.7,7.25,0.45,0,0,63,3.0,3.5,0.645,8,6,3,2
2,100,5zSdSgNClK38ADWMEibRmn4fOSCq4Yhxt1DSIYX3zRQTypY,54,True,5002,5008,5008,8100,8200,8229,8226,8143,8106,"[106, 77, 84, 51, 25]",5,33124,"['Tank', 'Fighter']",Mana,644,104,280,60.0,335,37,4.95,28,2.05,125,7.0,0.55,7.3,0.55,0,0,62,4.0,3.4,0.736,5,9,7,2
3,100,JAF-DcqDfUeWUqo_463_MgXAF36bFJMJWYl0NHdUgs0hlw,202,True,5001,5008,5008,8000,8100,8128,8143,8014,9104,"[106, 77, 84, 51, 25]",7,135627,"['Marksman', 'Mage']",Mana,655,107,300,50.0,330,24,4.7,30,1.3,550,3.75,0.55,6.0,0.8,0,0,59,4.7,0.0,0.625,10,2,6,6
4,100,pp4XGKwbIOfJ7sZvsFs63s4UDgTIaxe_Id_W6PcTTC4hnA,16,True,5002,5008,5008,8400,8200,8214,8226,8453,8473,"[106, 77, 84, 51, 25]",7,57020,"['Support', 'Mage']",Mana,605,88,425,40.0,325,32,5.0,30,1.3,550,2.5,0.5,11.5,0.4,0,0,50,3.0,2.14,0.625,2,5,7,3
5,200,agxQ3iSK_SUOUgaExa8fe_Q8C2fV07C31fVj1P1jbHHsww,106,False,5002,5008,5007,8200,8000,8008,8009,8226,8210,"[86, 5, 54, 202, 16]",5,33203,"['Fighter', 'Tank']",Mana,650,104,350,70.0,340,31,5.2,32,2.05,150,9.0,0.75,6.25,0.5,0,0,60,3.5,2.0,0.625,7,7,4,3
6,200,8zm4txn8J08Yu0rx2faPZ4jX3zOAK52HWPW4Od6HfC3ZcI4,77,False,5003,5008,5005,8000,8200,8230,8275,9105,8299,"[86, 5, 54, 202, 16]",3,11173,"['Fighter', 'Tank']",Mana,664,92,271,50.0,350,31,4.7,32,2.05,125,6.0,0.75,7.5,0.45,0,0,62,4.0,3.0,0.65,8,7,4,7
7,200,o7Sx7I0Hg08MNVWoHbwilyBfiUOh4K-QY9ksTgD9As5vAw,84,False,5002,5008,5008,8400,8100,8112,8139,8473,8451,"[86, 5, 54, 202, 16]",5,24736,['Assassin'],Energy,570,119,200,0.0,345,23,4.7,37,2.05,125,9.0,0.9,50.0,0.0,0,0,62,3.3,3.2,0.625,5,3,8,7
8,200,b0xDqbl7gCJd-eqwKV3f-FHCegy76mPHK_05Rl2equQW068,51,False,5002,5008,5005,8100,8000,8008,8009,8139,8135,"[86, 5, 54, 202, 16]",5,26204,['Marksman'],Mana,580,107,315,40.0,325,27,4.7,30,1.3,650,3.5,0.55,7.4,0.7,0,0,60,3.8,4.0,0.681,8,2,2,6
9,200,PqH_v3UEmxtCpC-VKSPPpxMjfWiTSiN9FozoUwkK44ggxQ,25,False,5001,5008,5007,8100,8200,8214,8226,8126,8106,"[86, 5, 54, 202, 16]",7,269065,"['Mage', 'Support']",Mana,630,104,340,60.0,335,25,5.0,30,1.3,450,5.5,0.4,11.0,0.4,0,0,56,3.5,1.53,0.625,1,6,8,1
0,100,iahiEygtnAH0Dq_UyH9ex07O4c15s50X9c3Mi2dfgFUFjvU,82,False,5002,5008,5007,8400,8000,8010,9111,8446,8453,"[106, 20, 4, 145, 111]",6,50571,['Fighter'],Shield,645,104,100,0.0,335,37,4.2,32,2.05,175,5.0,0.75,0.0,0.0,0,0,61,4.0,1.0,0.625,4,6,7,4
1,100,n6j2vOchyCBMNzTKkHTAZXmI_jnSPWoQqYixKU3LFYy0sP_8GS0ZLdazDw,35,False,5002,5008,5008,8200,8100,8128,8126,8236,8233,"[106, 20, 4, 145, 111]",7,108274,['Assassin'],Mana,630,99,297,40.0,345,30,4.0,32,2.05,125,8.5,0.55,7.15,0.45,0,0,63,3.0,3.0,0.694,8,4,6,9
