index,teamId,summonerId,championId,win,perks_defense,perks_flex,perks_offense,subStyle,primaryStyle,primary1perk,primary2perk,sub1perk,sub2perk,enemy_champ_team,championLevel,championPoints,tags,partype,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,attack,defense,magic,difficulty
2,100,iI_NflzFVvZ4Hn73SJAVgyc-cEqjWw33jqwMVAxjZDHhuQ,74,True,5002,5008,5008,8300,8200,8214,8226,8304,8316,"[887, 33, 92, 21, 555]",2,2621,"['Mage', 'Support']",Mana,558,101,385,20.0,340,19,4.2,30,1.3,550,7.0,0.55,8.0,0.8,0,0,56,2.7,1.36,0.625,2,6,8,8
3,100,MKSO86UE4KTifH6990Cxb4fcQ96tlJGjAJp8EBsnVwIF,51,True,5002,5008,5005,8200,8000,8005,9111,8275,8236,"[887, 33, 92, 21, 555]",7,696960,['Marksman'],Mana,580,107,315,40.0,325,27,4.7,30,1.3,650,3.5,0.55,7.4,0.7,0,0,60,3.8,4.0,0.681,8,2,2,6
4,100,2AOQBRCacmXUYDV0mHeVQplyGBQlCgigx4gW5Y0fgxM,39,True,5002,5008,5005,8000,8100,8112,8139,9111,8014,"[887, 33, 92, 21, 555]",1,1014,"['Fighter', 'Assassin']",Mana,590,124,350,50.0,335,36,4.7,30,2.05,200,8.5,0.85,8.0,0.8,0,0,65,4.0,2.5,0.656,7,4,5,5
5,200,0Hb8zoCriCPpV8DZ1BM0w2X4nNoGCIJFLfqSsYHX5ytcG5M,887,False,5002,5008,5005,8400,8000,8010,8009,8473,8242,"[86, 9, 74, 51, 39]",4,14297,"['Fighter', 'Assassin']",Mana,620,109,330,40.0,340,39,5.2,32,2.05,150,8.5,0.9,7.5,0.7,0,0,63,3.0,2.25,0.69,7,4,5,5
6,200,Y3F-2OBksNw1yX79NY_jgblFFofrqW8o4pF4pOw03fkM-eU,33,False,5002,5003,5007,8000,8400,8439,8463,9111,8299,"[86, 9, 74, 51, 39]",7,70716,"['Tank', 'Fighter']",Mana,675,94,310,33.0,335,40,5.5,32,2.05,125,8.0,0.55,7.85,0.5,0,0,55,2.75,2.215,0.656,4,10,5,5
7,200,mPQdOSj1DHsfSHVT1e1cflO-EN1GM0RbR7iEbsysGRc1AQ,92,False,5002,5008,5008,8400,8000,8010,9111,8473,8453,"[86, 9, 74, 51, 39]",7,446778,"['Fighter', 'Assassin']",None,630,100,0,0.0,340,33,4.4,32,2.05,125,8.5,0.5,0.0,0.0,0,0,64,3.0,3.5,0.625,8,5,1,8
8,200,mOxKRZAGw0bbfP5lBFN96NWj5ooH9hiDNWhEAau9h4N-ctY,21,False,5002,5008,5005,8300,8200,8229,8226,8304,8345,"[86, 9, 74, 51, 39]",7,482547,['Marksman'],Mana,640,103,300,40.0,325,28,4.2,30,1.3,550,3.75,0.65,8.0,0.8,0,0,52,2.4,3.0,0.656,8,2,5,1
9,200,_QWXEVMSS4qup291JqMuZz-NIeWuS1Vu-H6Zqty1Fr0n9lc,555,False,5002,5008,5008,8400,8300,8351,8304,8473,8463,"[86, 9, 74, 51, 39]",7,89446,"['Support', 'Assassin']",Mana,670,104,415,50.0,330,45,4.7,32,2.05,150,7.0,0.5,8.0,1.0,0,0,62,2.0,2.5,0.667,9,3,1,7
0,100,0Hb8zoCriCPpV8DZ1BM0w2X4nNoGCIJFLfqSsYHX5ytcG5M,266,True,5002,5008,5008,8400,8000,8010,9111,8473,8453,"[6, 106, 90, 360, 143]",6,40849,"['Fighter', 'Tank']",Blood Well,650,114,0,0.0,345,38,4.45,32,2.05,175,3.0,1.0,0.0,0.0,0,0,60,5.0,2.5,0.651,8,4,3,4
1,100,Y3F-2OBksNw1yX79NY_jgblFFofrqW8o4pF4pOw03fkM-eU,35,True,5002,5008,5005,8000,8100,8128,8139,9104,8014,"[6, 106, 90, 360, 143]",7,501661,['Assassin'],Mana,630,99,297,40.0,345,30,4.0,32,2.05,125,8.5,0.55,7.15,0.45,0,0,63,3.0,3.0,0.694,8,4,6,9
2,100,3edUFNasfMeROZrm0Mt0Pz6p3XbztILz81Qi2HWyTgQZrGw,103,True,5003,5008,5005,8300,8100,8112,8139,8345,8352,"[6, 106, 90, 360, 143]",7,150723,"['Mage', 'Assassin']",Mana,590,96,418,25.0,330,21,4.7,30,1.3,550,2.5,0.6,8.0,0.8,0,0,53,3.0,2.0,0.668,3,4,8,5
3,100,-xn3zWSIrZRmfluoi8HjB8-1xfXD-q3xQ0UyAorykqfaBms,15,True,5002,5008,5008,8200,8100,8128,8139,8226,8210,"[6, 106, 90, 360, 143]",7,355977,['Marksman'],Mana,600,104,340,45.0,335,26,4.45,30,1.3,500,3.25,0.55,6.0,0.8,0,0,58,2.5,2.0,0.625,9,3,1,4
4,100,78SYaMh_eyKv0koDZV_oH-qQrfcff59Q6VyYbghSjuRU6EE,17,True,5002,5008,5008,8200,8100,8128,8139,8210,8236,"[6, 106, 90, 360, 143]",5,36936,"['Marksman', 'Assassin']",Mana,598,104,334,25.0,330,24,4.95,30,1.3,500,5.5,0.65,9.6,0.45,0,0,54,3.0,3.38,0.69,5,3,7,6
5,200,dB9uaYxuAqPxxLwqkLAqV-GqvgfSK57tI60zJsELqriIpQ,6,False,5002,5008,5008,8400,8000,8005,9111,8473,8451,"[266, 35, 103, 15, 17]",7,114769,"['Fighter', 'Tank']",Mana,655,102,340,45.0,330,36,5.45,32,2.05,350,7.5,0.7,7.25,0.8,0,0,63,4.0,3.75,0.625,8,5,3,8
6,200,20s5uXyciATNLfTy3Rpvma2Fw0xWtKyUbKVS3V-m2SNHVQ,106,False,5002,5008,5005,8200,8000,8005,9111,8234,8232,"[266, 35, 103, 15, 17]",5,27660,"['Fighter', 'Tank']",Mana,650,104,350,70.0,340,31,5.2,32,2.05,150,9.0,0.75,6.25,0.5,0,0,60,3.5,2.0,0.625,7,7,4,3
7,200,W2BxsfEajkpX7lGWSUfhjn-J-NcaO3FnwpefBlH8NpK2PA,90,False,5003,5008,5008,8300,8200,8214,8226,8304,8347,"[266, 35, 103, 15, 17]",5,39798,"['Mage', 'Assassin']",Mana,580,101,375,28.0,335,18,4.7,30,1.3,500,6.0,0.6,8.0,0.8,0,0,55,3.0,1.5,0.625,2,2,9,6
8,200,y3HnRo62Ndlb_rfoKYTDlfaGcq0CoNDt6vjAtoEXGmNh,360,False,5002,5008,5005,8100,8000,8010,9111,8138,8135,"[266, 35, 103, 15, 17]",7,108011,['Marksman'],Mana,600,108,349,38.0,335,26,4.7,30,1.3,500,3.25,0.55,8.2,0.7,0,0,57,3.3,3.3,0.658,8,5,3,6
9,200,hKVRQ3RfwzZZQfSb-z5RguEyejtjQYObVhIa0G_DNF8nsQ,143,False,5002,5002,5007,8300,8200,8229,8226,8345,8352,"[266, 35, 103, 15, 17]",5,24344,"['Mage', 'Support']",Mana,574,93,418,25.0,340,29,4.2,30,1.3,575,5.5,0.5,13.0,0.4,0,0,53,3.2,2.11,0.625,4,3,8,7
0,100,ebfflNW8GhL-JB3AUZ68GnMyx8muBHkpMI4gN5z_wbs3bro,875,False,5002,5008,5005,8200,8000,8008,9111,8275,8234,"[80, 35, 103, 236, 267]",4,17861,"['Fighter', 'Tank']",Grit,670,114,0,0.0,340,33,5.2,28,2.05,125,7.0,0.5,0.0,0.0,0,0,60,4.0,1.75,0.625,8,5,1,2
1,100,4yDVwR6zzgWGsUHe11aHoXxtQkBk0CAw6IM8yPsFHFCukFc,234,False,5002,5008,5005,8300,8000,8010,9111,8304,8347,"[80, 35, 103, 236, 267]",2,5312,"['Assassin', 'Fighter']",None,630,109,10000,0.0,345,34,5.2,32,2.05,200,7.0,0.7,0.0,0.0,0,0,57,3.5,2.5,0.658,6,4,2,5
2,100,jlSGlXkWYnCEnSg5jtJz98cDsZlwl9L2RADGkWyLQlfR-cU,166,False,5003,5008,5005,8400,8000,8005,8009,8401,8473,"[80, 35, 103, 236, 267]",7,162804,"['Marksman', 'Assassin']",Mana,630,104,350,40.0,330,26,4.2,30,1.3,500,3.75,0.65,8.2,0.7,0,0,52,3.5,4.0,0.638,0,0,0,0
3,100,W8Tbw7v5xk9igQ0tUCSREF2GnyNSoQIHefvj2qGwG8VPubY,221,False,5002,5008,5005,8100,8000,8008,9111,8139,8134,"[80, 35, 103, 236, 267]",1,395,['Marksman'],Mana,630,110,250,45.0,335,24,4.2,30,1.3,500,3.25,0.7,6.0,0.8,0,0,53,1.3,2.0,0.658,8,5,3,6
4,100,58007QJD_HN_n18VKVm0ZBOju53_gk_JCOQjZRN4duMrcg,37,False,5002,5008,5007,8400,8200,8214,8226,8453,8473,"[80, 35, 103, 236, 267]",7,1313316,"['Support', 'Mage']",Mana,550,91,340,45.0,325,26,4.2,30,1.3,550,5.5,0.55,11.5,0.4,0,0,49,3.0,2.3,0.644,5,2,8,4
5,200,0Hb8zoCriCPpV8DZ1BM0w2X4nNoGCIJFLfqSsYHX5ytcG5M,80,True,5002,5008,5008,8300,8000,8010,9111,8345,8352,"[875, 234, 166, 221, 37]",4,15375,"['Fighter', 'Assassin']",Mana,650,109,317,31.0,345,40,4.95,28,2.05,175,6.0,0.65,7.35,0.45,0,0,64,3.3,2.95,0.658,9,4,3,4
6,200,Y3F-2OBksNw1yX79NY_jgblFFofrqW8o4pF4pOw03fkM-eU,35,True,5002,5008,5005,8000,8100,8128,8139,9104,8014,"[875, 234, 166, 221, 37]",7,501661,['Assassin'],Mana,630,99,297,40.0,345,30,4.0,32,2.05,125,8.5,0.55,7.15,0.45,0,0,63,3.0,3.0,0.694,8,4,6,9
7,200,3edUFNasfMeROZrm0Mt0Pz6p3XbztILz81Qi2HWyTgQZrGw,103,True,5003,5008,5005,8300,8100,8112,8139,8345,8352,"[875, 234, 166, 221, 37]",7,150723,"['Mage', 'Assassin']",Mana,590,96,418,25.0,330,21,4.7,30,1.3,550,2.5,0.6,8.0,0.8,0,0,53,3.0,2.0,0.668,3,4,8,5
8,200,oJgx9O1FFTX3decRP35XOOwEDudmOVLgSPqnPTnzSLC0,236,True,5003,5002,5007,8100,8000,8005,9111,8139,8106,"[875, 234, 166, 221, 37]",7,486261,['Marksman'],Mana,641,100,320,43.0,335,28,4.2,30,1.3,500,3.75,0.65,7.0,0.8,0,0,60,2.9,3.3,0.638,8,5,3,6
9,200,HnTFRLkb-OgRKQwfq8oxRiyV6srFW6Sr94zJe8ri2syoAU0,267,True,5002,5008,5005,8000,8100,8112,8139,9111,8014,"[875, 234, 166, 221, 37]",7,81666,"['Support', 'Mage']",Mana,560,88,365,43.0,335,29,5.2,30,1.3,550,5.5,0.55,11.5,0.4,0,0,51,3.1,2.61,0.644,4,3,7,5
0,100,R31EUVlYtYIgzajithvx47YFnc-LDJrAorxFqTMZ8fqkYw,86,False,5002,5008,5008,8400,8000,8010,9111,8429,8451,"[122, 11, 92, 110, 412]",3,9433,"['Fighter', 'Tank']",None,690,98,0,0.0,340,38,4.2,32,1.55,175,8.0,0.5,0.0,0.0,0,0,69,4.5,3.65,0.625,7,7,1,5
1,100,LaavNgM53NOZKa-Z3JYai5w9EPrXELfxvUgXYxLgkDyn,234,False,5002,5008,5005,8300,8000,8010,9111,8304,8347,"[122, 11, 92, 110, 412]",5,22697,"['Assassin', 'Fighter']",None,630,109,10000,0.0,345,34,5.2,32,2.05,200,7.0,0.7,0.0,0.0,0,0,57,3.5,2.5,0.658,6,4,2,5
2,100,VuiKZvy__Mbq5aqxmZo8GEgzrvxliSlPl_H-Y4OBleFpZ9BWNPR7WYc3Aw,85,False,5002,5008,5005,8200,8100,8112,8139,8233,8236,"[122, 11, 92, 110, 412]",2,3169,"['Mage', 'Marksman']",Energy,611,98,200,0.0,335,29,4.95,30,1.3,550,5.5,0.65,50.0,0.0,0,0,48,3.75,3.4,0.625,6,4,7,4
3,100,JBP8f85IzdbPhnTZFBFxGVjf4T-7_Wjw2SSBbnmLqCmUZw,360,False,5002,5008,5005,8100,8000,8010,9111,8138,8135,"[122, 11, 92, 110, 412]",5,39858,['Marksman'],Mana,600,108,349,38.0,335,26,4.7,30,1.3,500,3.25,0.55,8.2,0.7,0,0,57,3.3,3.3,0.658,8,5,3,6
4,100,JcKHf0obSa5V0DvSUKS3WHccovjzKQs4970WgbuQW7qD,63,False,5003,5008,5007,8000,8100,8128,8126,8009,8014,"[122, 11, 92, 110, 412]",6,26155,['Mage'],Mana,590,102,469,21.0,340,22,4.7,30,1.3,550,5.5,0.55,10.65,0.6,0,0,57,3.0,1.36,0.625,2,2,9,4
5,200,0Hb8zoCriCPpV8DZ1BM0w2X4nNoGCIJFLfqSsYHX5ytcG5M,122,True,5002,5008,5005,8400,8000,8010,9111,8473,8242,"[86, 234, 85, 360, 63]",5,33074,"['Fighter', 'Tank']",Mana,652,114,263,58.0,340,39,5.2,32,2.05,175,10.0,0.95,6.6,0.35,0,0,64,5.0,1.0,0.625,9,5,1,2
6,200,IhM_7dMEOdQskUNiMB__fZ6CUr06nN1QgQ2pfCCjd1W2CA,11,True,5002,5008,5005,8300,8000,8008,9111,8304,8321,"[86, 234, 85, 360, 63]",7,957331,"['Assassin', 'Fighter']",Mana,669,100,251,42.0,355,33,4.2,32,2.05,175,7.5,0.65,7.25,0.45,0,0,65,2.2,2.0,0.679,10,4,2,4
7,200,mPQdOSj1DHsfSHVT1e1cflO-EN1GM0RbR7iEbsysGRc1AQ,92,True,5003,5008,5007,8400,8000,8010,9111,8473,8242,"[86, 234, 85, 360, 63]",7,446778,"['Fighter', 'Assassin']",None,630,100,0,0.0,340,33,4.4,32,2.05,125,8.5,0.5,0.0,0.0,0,0,64,3.0,3.5,0.625,8,5,1,8
8,200,xC2MD9IYCgOeE_vuRGWg20jQoh1ue1qZk_ktRsnN68LDV5g,110,True,5002,5008,5008,8300,8000,8008,9111,8345,8347,"[86, 234, 85, 360, 63]",7,51395,"['Marksman', 'Mage']",Mana,600,105,360,40.0,330,27,4.6,30,1.3,575,3.5,0.55,8.0,0.8,0,0,62,3.4,4.0,0.658,7,3,4,2
9,200,_QWXEVMSS4qup291JqMuZz-NIeWuS1Vu-H6Zqty1Fr0n9lc,412,True,5002,5003,5007,8300,8400,8465,8463,8347,8345,"[86, 234, 85, 360, 63]",7,41927,"['Support', 'Fighter']",Mana,600,120,274,44.0,330,28,0.0,30,1.3,450,7.0,0.55,6.0,0.8,0,0,56,2.2,3.5,0.625,5,6,6,7
0,100,0Hb8zoCriCPpV8DZ1BM0w2X4nNoGCIJFLfqSsYHX5ytcG5M,223,False,5002,5002,5005,8000,8400,8437,8401,9111,9104,"[887, 104, 7, 145, 432]",6,39244,"['Support', 'Tank']",Mana,640,103,325,50.0,335,42,4.7,32,2.05,175,6.5,0.55,8.0,1.0,0,0,56,3.2,2.5,0.658,3,9,6,5
1,100,y_BDwt8tOS5lKg7VzmLNydXVAqHNgnmfw4bZTwTgiQFnpg,11,False,5002,5008,5005,8100,8000,8008,9111,8138,8135,"[887, 104, 7, 145, 432]",7,663411,"['Assassin', 'Fighter']",Mana,669,100,251,42.0,355,33,4.2,32,2.05,175,7.5,0.65,7.25,0.45,0,0,65,2.2,2.0,0.679,10,4,2,4
2,100,mPQdOSj1DHsfSHVT1e1cflO-EN1GM0RbR7iEbsysGRc1AQ,92,False,5003,5008,5007,8400,8000,8010,9111,8473,8242,"[887, 104, 7, 145, 432]",7,446778,"['Fighter', 'Assassin']",None,630,100,0,0.0,340,33,4.4,32,2.05,125,8.5,0.5,0.0,0.0,0,0,64,3.0,3.5,0.625,8,5,1,8
3,100,uuMDMYNHNFtbIszy2CXvWvaj6DWSbUJgVoAdPox3409n2yk,523,False,5002,5008,5005,8100,8000,8021,9101,8139,8134,"[887, 104, 7, 145, 432]",3,7974,['Marksman'],Mana,580,102,348,42.0,325,26,4.2,30,1.3,550,3.25,0.55,6.5,0.4,0,0,55,3.0,2.1,0.64,6,2,1,10
4,100,_QWXEVMSS4qup291JqMuZz-NIeWuS1Vu-H6Zqty1Fr0n9lc,555,False,5002,5008,5008,8400,8100,9923,8143,8463,8473,"[887, 104, 7, 145, 432]",7,89446,"['Support', 'Assassin']",Mana,670,104,415,50.0,330,45,4.7,32,2.05,150,7.0,0.5,8.0,1.0,0,0,62,2.0,2.5,0.667,9,3,1,7
5,200,SyqMhI58zaMPJpis2zrasGng0pBD1uqCnYxGb8-TFkhP5f0,887,True,5002,5008,5005,8400,8000,8010,9111,8451,8473,"[223, 11, 92, 523, 555]",7,105056,"['Fighter', 'Assassin']",Mana,620,109,330,40.0,340,39,5.2,32,2.05,150,8.5,0.9,7.5,0.7,0,0,63,3.0,2.25,0.69,7,4,5,5
6,200,PLaCtDCzObHiEnPDBqwHzcAYG6QhCJ_T968S-llIXSUP_GI,104,True,5002,5008,5005,8000,8100,8128,8143,9111,9104,"[223, 11, 92, 523, 555]",5,43477,['Marksman'],Mana,625,106,325,40.0,340,33,4.6,32,2.05,425,8.0,0.7,8.0,0.7,0,0,68,4.0,2.6,0.475,8,5,3,3
7,200,xnyFgMA4RdeHYNLSBnH8oHHzW5V8Zrb22Q12WUMJDCYvFUFG-ENAtLZwZA,7,True,5002,5008,5005,8300,8100,8112,8139,8316,8352,"[223, 11, 92, 523, 555]",3,8616,"['Assassin', 'Mage']",Mana,598,111,400,55.0,340,22,4.7,30,1.3,525,7.5,0.55,8.0,1.0,0,0,55,3.5,1.4,0.625,1,4,10,9
8,200,cNqn8iACHsgjRWtMCmXtqB9jvZK4diQgaf8mTSnFSFHutZw,145,True,5002,5008,5005,8300,8100,9923,8139,8304,8345,"[223, 11, 92, 523, 555]",5,29421,['Marksman'],Mana,670,102,345,40.0,335,28,4.2,30,1.3,525,3.5,0.55,8.2,0.7,0,0,59,2.6,1.8,0.644,8,5,3,6
9,200,xQeqaMCAnpbFT331McyOHKVFFgC6-N5yrY0bnv_5PWYJ,432,True,5002,5008,5005,8100,8400,8465,8463,8136,8105,"[223, 11, 92, 523, 555]",3,6042,"['Support', 'Mage']",Mana,630,103,350,50.0,330,34,5.2,30,1.3,500,5.5,0.55,6.0,0.45,0,0,52,3.0,2.0,0.625,4,4,5,9
0,100,0Hb8zoCriCPpV8DZ1BM0w2X4nNoGCIJFLfqSsYHX5ytcG5M,266,False,5002,5008,5008,8400,8000,8010,9111,8473,8453,"[14, 64, 39, 29, 350]",6,40849,"['Fighter', 'Tank']",Blood Well,650,114,0,0.0,345,38,4.45,32,2.05,175,3.0,1.0,0.0,0.0,0,0,60,5.0,2.5,0.651,8,4,3,4
1,100,Y3F-2OBksNw1yX79NY_jgblFFofrqW8o4pF4pOw03fkM-eU,33,False,5002,5003,5008,8000,8400,8439,8463,8299,9103,"[14, 64, 39, 29, 350]",7,70716,"['Tank', 'Fighter']",Mana,675,94,310,33.0,335,40,5.5,32,2.05,125,8.0,0.55,7.85,0.5,0,0,55,2.75,2.215,0.656,4,10,5,5
2,100,mPQdOSj1DHsfSHVT1e1cflO-EN1GM0RbR7iEbsysGRc1AQ,92,False,5002,5008,5008,8400,8000,8010,9111,8473,8242,"[14, 64, 39, 29, 350]",7,446778,"['Fighter', 'Assassin']",None,630,100,0,0.0,340,33,4.4,32,2.05,125,8.5,0.5,0.0,0.0,0,0,64,3.0,3.5,0.625,8,5,1,8
3,100,mOxKRZAGw0bbfP5lBFN96NWj5ooH9hiDNWhEAau9h4N-ctY,51,False,5002,5008,5005,8200,8000,8008,8009,8233,8236,"[14, 64, 39, 29, 350]",7,525650,['Marksman'],Mana,580,107,315,40.0,325,27,4.7,30,1.3,650,3.5,0.55,7.4,0.7,0,0,60,3.8,4.0,0.681,8,2,2,6
4,100,_QWXEVMSS4qup291JqMuZz-NIeWuS1Vu-H6Zqty1Fr0n9lc,555,False,5002,5008,5008,8400,8100,9923,8143,8463,8473,"[14, 64, 39, 29, 350]",7,89446,"['Support', 'Assassin']",Mana,670,104,415,50.0,330,45,4.7,32,2.05,150,7.0,0.5,8.0,1.0,0,0,62,2.0,2.5,0.667,9,3,1,7
5,200,heoLhXO5YeGFTn76IvbbTFex9xSQxk3ZxxT1OGjhYKdD-4I,14,True,5002,5008,5005,8300,8400,8437,8446,8316,8410,"[266, 33, 92, 51, 555]",7,134083,"['Tank', 'Fighter']",Mana,655,87,400,52.0,345,32,4.2,32,2.05,175,7.5,0.8,8.0,0.6,0,0,68,4.0,1.3,0.679,5,9,3,5
6,200,6C0IZCWnkIrNK29mm2ootXsWPFWlp0XsoXgFBhJ41b6BeF4,64,True,5002,5008,5005,8100,8000,8010,9111,8139,8106,"[266, 33, 92, 51, 555]",7,526176,"['Fighter', 'Assassin']",Energy,645,105,200,0.0,345,34,4.9,32,2.05,125,7.5,0.7,50.0,0.0,0,0,66,3.7,3.0,0.651,8,5,3,6
7,200,e59IWiHRsItTZhR0XSJNoTvtTCW75AIkCTcDRQVa4-g7V-eadmzxFNZ5XQ,39,True,5002,5008,5005,8400,8000,8010,8009,8473,8453,"[266, 33, 92, 51, 555]",7,123089,"['Fighter', 'Assassin']",Mana,590,124,350,50.0,335,36,4.7,30,2.05,200,8.5,0.85,8.0,0.8,0,0,65,4.0,2.5,0.656,7,4,5,5
8,200,Y3qOHKuhG9w_2i0Bf7xHuQL4iyfpOs8Q_9PODc2EGnv1Vw,29,True,5002,5008,5005,8300,8000,8005,8009,8304,8345,"[266, 33, 92, 51, 555]",5,46059,"['Marksman', 'Assassin']",Mana,682,100,300,40.0,330,27,4.2,30,1.3,550,3.75,0.6,7.25,0.7,0,0,59,3.1,3.38,0.679,9,2,3,6
9,200,-W8SjtJ5eCUIUYK1Lq6n6BKXMZmZAteNTenIdl3aGCaiFAQ,350,True,5001,5008,5007,8000,8200,8214,8226,8009,8017,"[266, 33, 92, 51, 555]",7,99822,"['Support', 'Mage']",Mana,500,69,440,45.0,330,25,4.2,25,1.1,425,5.0,0.55,10.0,0.4,0,0,49,3.1,1.0,0.625,5,1,8,2
0,100,WtqsKjCATBCTbXhYNk4C1v88zf0AXh3pzORxDPqKONlJ1GE,99,True,5001,5008,5007,8300,8200,8229,8226,8313,8345,"[21, 86, 8, 35, 235]",7,125922,"['Mage', 'Support']",Mana,560,99,480,23.5,330,19,5.2,30,1.3,550,5.5,0.55,8.0,0.8,0,0,54,3.3,2.0,0.669,2,4,9,5
1,100,E81BzXftbPvjru8jB1w_Rr_qVMElb4HMVoO5NpeRfeDZNQ,777,True,5002,5008,5005,8400,8000,8008,9111,8473,8242,"[21, 86, 8, 35, 235]",5,134123,"['Assassin', 'Fighter']",Flow,620,105,500,0.0,345,30,4.6,32,2.05,175,7.5,0.75,0.0,0.0,0,0,60,2.0,3.5,0.625,8,4,4,8
