index,teamId,summonerId,championId,win,perks_defense,perks_flex,perks_offense,subStyle,primaryStyle,primary1perk,primary2perk,sub1perk,sub2perk,enemy_champ_team,championLevel,championPoints,tags,partype,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,attack,defense,magic,difficulty
5,200,gd-icpDinJ8nP1R6cqmi8vk-ued1KyxGsyexRAumjuxSmNI,106,True,5002,5008,5005,8400,8000,8005,8009,8453,8473,"[92, 238, 8, 63, 99]",5,143725,"['Fighter', 'Tank']",Mana,650,104,350,70.0,340,31,5.2,32,2.05,150,9.0,0.75,6.25,0.5,0,0,60,3.5,2.0,0.625,7,7,4,3
6,200,J_mXc6063jsikvdp0N9TTwujDEh0ogZA6et3nEf65GZ9,64,True,5002,5008,5005,8300,8000,8010,9111,8304,8347,"[92, 238, 8, 63, 99]",7,174514,"['Fighter', 'Assassin']",Energy,645,105,200,0.0,345,34,4.9,32,2.05,125,7.5,0.7,50.0,0.0,0,0,66,3.7,3.0,0.651,8,5,3,6
7,200,xFvbMjmuPD4N6rLWPU8Ve5bwScQr8uqDhWqsrTicS0o,23,True,5003,5008,5005,8400,8000,8008,9111,8444,8242,"[92, 238, 8, 63, 99]",2,3037,"['Fighter', 'Assassin']",Fury,696,115,100,0.0,345,33,4.3,32,2.05,125,8.5,0.9,0.0,0.0,0,0,72,4.0,2.9,0.67,10,5,2,5
8,200,oxaqgv5byFjDERfhmDPCCtGKybd2ixas_OAS7sbRCHninA,523,True,5002,5008,5005,8400,8000,8008,9101,8444,8453,"[92, 238, 8, 63, 99]",7,45049,['Marksman'],Mana,580,102,348,42.0,325,26,4.2,30,1.3,550,3.25,0.55,6.5,0.4,0,0,55,3.0,2.1,0.64,6,2,1,10
9,200,4VEvySf16YpLrPM0Got9pDtHwdyDZ8YFm2eqm7-jg55-7w,25,True,5003,5003,5008,8300,8200,8214,8226,8313,8345,"[92, 238, 8, 63, 99]",7,76606,"['Mage', 'Support']",Mana,630,104,340,60.0,335,25,5.0,30,1.3,450,5.5,0.4,11.0,0.4,0,0,56,3.5,1.53,0.625,1,6,8,1
0,100,iyRXMO2VS4YRm2qfSQclnfHyEq0_qVeJLcsA0w7NxW6qVQ,221,True,5003,5008,5005,8100,8000,8008,9111,8139,8135,"[887, 64, 61, 235, 223]",7,71357,['Marksman'],Mana,630,110,250,45.0,335,24,4.2,30,1.3,500,3.25,0.7,6.0,0.8,0,0,53,1.3,2.0,0.658,8,5,3,6
1,100,o0P935ZylT0kU7b4QLBDDfuXmR4odSPirf-g67UjUs3m-XU,104,True,5002,5008,5005,8300,8000,8021,9111,8304,8347,"[887, 64, 61, 235, 223]",5,29403,['Marksman'],Mana,625,106,325,40.0,340,33,4.6,32,2.05,425,8.0,0.7,8.0,0.7,0,0,68,4.0,2.6,0.475,8,5,3,3
2,100,8DANMOYUBIdL2Wja-Zyln3GljNRTjdn57_E4k7ujR3O_gX0,112,True,5002,5008,5005,8200,8300,8369,8304,8226,8210,"[887, 64, 61, 235, 223]",5,75863,['Mage'],Mana,600,104,405,45.0,335,23,5.2,30,1.3,525,8.0,0.65,8.0,0.8,0,0,53,3.0,2.11,0.658,2,4,10,9
3,100,_cfB0156MqDmiy3qsB82yiQfTT5Av34hG9QQ0TDEuH1KEg,119,True,5002,5008,5005,8000,8100,9923,8126,8009,8014,"[887, 64, 61, 235, 223]",7,1734278,['Marksman'],Mana,675,104,361,39.0,330,29,4.5,30,1.3,550,3.75,0.7,8.05,0.65,0,0,62,3.6,2.7,0.679,9,3,1,8
4,100,V_KrS3K8mdiZOhg2tHI5iLkPmkepasyHXyLuc3phhTRSGw,555,True,5002,5008,5008,8400,8100,9923,8126,8473,8242,"[887, 64, 61, 235, 223]",7,1904537,"['Support', 'Assassin']",Mana,670,104,415,50.0,330,45,4.7,32,2.05,150,7.0,0.5,8.0,1.0,0,0,62,2.0,2.5,0.667,9,3,1,7
5,200,vZEQeV6YTmPMe36Oaj0lTchpIod-FoT5Oc1g68xzeaP5,887,False,5002,5008,5005,8400,8000,8010,9111,8444,8451,"[221, 104, 112, 119, 555]",2,5640,"['Fighter', 'Assassin']",Mana,620,109,330,40.0,340,39,5.2,32,2.05,150,8.5,0.9,7.5,0.7,0,0,63,3.0,2.25,0.69,7,4,5,5
6,200,oxaqgv5byFjDERfhmDPCCtGKybd2ixas_OAS7sbRCHninA,64,False,5002,5008,5005,8100,8000,8010,9111,8139,8134,"[221, 104, 112, 119, 555]",7,204029,"['Fighter', 'Assassin']",Energy,645,105,200,0.0,345,34,4.9,32,2.05,125,7.5,0.7,50.0,0.0,0,0,66,3.7,3.0,0.651,8,5,3,6
7,200,o7Sx7I0Hg08MNVWoHbwilyBfiUOh4K-QY9ksTgD9As5vAw,61,False,5003,5008,5005,8300,8200,8230,8226,8347,8345,"[221, 104, 112, 119, 555]",4,17792,"['Mage', 'Support']",Mana,600,105,418,25.0,325,20,4.2,26,1.3,525,7.0,0.55,8.0,0.8,0,0,40,2.6,3.5,0.658,4,3,9,7
8,200,ZN54jBwfFFPJPCo-_NiUozW5hEwOinS5IO1QGEwzfWnk3w,235,False,5002,5008,5005,8300,8000,8021,8009,8345,8410,"[221, 104, 112, 119, 555]",5,57093,"['Marksman', 'Support']",Mana,530,89,350,45.0,330,28,4.7,30,1.3,600,3.5,0.55,11.5,0.7,0,0,50,0.0,4.0,0.625,7,2,6,7
9,200,C_LTd5LogzNlqVADS7L48yCpWZ-Io9O5MLHjZyXCiVcaDg,223,False,5002,5008,5005,8000,8100,9923,8139,9104,8009,"[221, 104, 112, 119, 555]",6,66419,"['Support', 'Tank']",Mana,640,103,325,50.0,335,42,4.7,32,2.05,175,6.5,0.55,8.0,1.0,0,0,56,3.2,2.5,0.658,3,9,6,5
0,100,HPURH_2oqWwI6fhJrL-PkmBVz50XF0gXGBTs83jA6o317xk,23,False,5002,5008,5005,8400,8000,8008,9111,8473,8242,"[19, 59, 45, 360, 888]",2,5226,"['Fighter', 'Assassin']",Fury,696,115,100,0.0,345,33,4.3,32,2.05,125,8.5,0.9,0.0,0.0,0,0,72,4.0,2.9,0.67,10,5,2,5
1,100,kcEi3rC2C47BmDTYI9dtAJ7po5NiTSNscTLHSMivwnxD,154,False,5002,5002,5005,8000,8400,8439,8463,9111,9105,"[19, 59, 45, 360, 888]",6,201821,"['Tank', 'Fighter']",None,685,109,0,0.0,340,33,4.7,32,2.05,175,8.0,0.5,0.0,0.0,0,0,60,3.4,1.6,0.736,3,7,7,8
2,100,Xm7W77A2lEMFs6PRMH8dEaJhOknwpu4oticYzEXdNLIM,43,False,5003,5008,5005,8300,8200,8229,8226,8345,8347,"[19, 59, 45, 360, 888]",2,5512,"['Mage', 'Support']",Mana,604,109,374,50.0,335,28,5.0,30,1.3,525,5.5,0.55,13.0,0.5,0,0,51,3.3,2.3,0.625,1,7,8,5
3,100,nCOZJE9-C5vR-GLlXX91CJFo4CKQqYQTd1cxNwT4jKGSTg,202,False,5002,5008,5008,8200,8000,8021,9111,8234,8236,"[19, 59, 45, 360, 888]",7,287538,"['Marksman', 'Mage']",Mana,655,107,300,50.0,330,24,4.7,30,1.3,550,3.75,0.55,6.0,0.8,0,0,59,4.7,0.0,0.625,10,2,6,6
4,100,BcfbqgGXOXnX3TD8Txy9D5nN6G-kAz9FvuTiz2EgAAw,143,False,5002,5008,5008,8100,8200,8229,8226,8139,8105,"[19, 59, 45, 360, 888]",7,170398,"['Mage', 'Support']",Mana,574,93,418,25.0,340,29,4.2,30,1.3,575,5.5,0.5,13.0,0.4,0,0,53,3.2,2.11,0.625,4,3,8,7
5,200,5EYpPaR-245Uo_LfKyMfi-6JFeFbZOtqeK-niaztmEipnQ,19,True,5002,5008,5005,8100,8000,8008,9111,8139,8135,"[23, 154, 43, 202, 143]",4,15207,"['Fighter', 'Tank']",Mana,620,99,280,35.0,335,33,4.4,32,2.05,125,4.0,0.75,7.45,0.6,0,0,65,3.0,2.3,0.638,9,5,3,3
6,200,La3srVomZJOAtKkogzBmHO6G3LBtbC1K2910-meojt1C7Ak,59,True,5002,5008,5005,8400,8000,8010,9111,8473,8242,"[23, 154, 43, 202, 143]",5,39160,"['Tank', 'Fighter']",Mana,640,104,300,55.0,340,36,4.8,32,2.05,175,8.0,0.7,6.5,0.45,0,0,64,3.0,2.5,0.658,6,8,3,5
7,200,Z4-Sm99dTeSlirmVGUkdimcENnKBYD5LjCYTo9gq29Q5,45,True,5003,5008,5007,8300,8200,8229,8226,8345,8352,"[23, 154, 43, 202, 143]",7,317043,['Mage'],Mana,550,108,490,26.0,340,18,5.2,32,1.3,550,6.5,0.6,8.0,0.8,0,0,52,2.7,2.24,0.625,2,2,10,7
8,200,oxaqgv5byFjDERfhmDPCCtGKybd2ixas_OAS7sbRCHninA,360,True,5002,5008,5005,8100,8000,8010,8009,8139,8135,"[23, 154, 43, 202, 143]",7,38644,['Marksman'],Mana,600,108,349,38.0,335,26,4.7,30,1.3,500,3.25,0.55,8.2,0.7,0,0,57,3.3,3.3,0.658,8,5,3,6
9,200,TBXEDI_wZDVMrkg2NbQkmINPwt58V5BNSAya19FQzAK9Hw,888,True,5002,5008,5008,8300,8200,8214,8226,8345,8347,"[23, 154, 43, 202, 143]",6,51508,"['Support', 'Mage']",Mana,545,94,350,50.0,330,27,4.7,30,1.3,550,5.5,0.55,11.5,0.5,0,0,49,3.0,2.11,0.625,2,6,9,8
0,100,5vd5E63vneJipAJSKDB2rpGdyY69Oa5KBUoaSGV_6KQ8,36,True,5001,5002,5005,8300,8400,8437,8446,8304,8410,"[86, 245, 157, 145, 555]",7,1462616,"['Fighter', 'Tank']",None,613,103,0,0.0,345,32,3.7,29,2.3,125,7.0,0.5,0.0,0.0,0,0,61,2.5,3.3,0.67,5,7,6,5
1,100,rwI5INNExSKEKZKRk_SpbXQ2zsyiqTGzRQHVFLZ5ia1Fjw,131,True,5002,5008,5008,8100,8000,8010,9111,8143,8106,"[86, 245, 157, 145, 555]",7,60768,"['Fighter', 'Mage']",Mana,640,109,375,25.0,345,31,4.3,32,2.05,150,6.5,0.85,8.0,0.8,0,0,57,3.0,2.25,0.625,7,6,8,4
2,100,xY5wiFi88F0nJWEpwVoIcn61x9qZgFKKAp7YIH8aMMCh,103,True,5002,5008,5005,8000,8100,8112,8139,9111,8014,"[86, 245, 157, 145, 555]",6,44573,"['Mage', 'Assassin']",Mana,590,96,418,25.0,330,21,4.7,30,1.3,550,2.5,0.6,8.0,0.8,0,0,53,3.0,2.0,0.668,3,4,8,5
3,100,74SWuxE7nsbjqAdID_Y5spvHmWCQ5QRQVpmHcMaBiSo,360,True,5002,5008,5005,8100,8000,8010,9111,8139,8135,"[86, 245, 157, 145, 555]",7,234470,['Marksman'],Mana,600,108,349,38.0,335,26,4.7,30,1.3,500,3.25,0.55,8.2,0.7,0,0,57,3.3,3.3,0.658,8,5,3,6
4,100,br-3LLRkBA5aeRPFwO4b7ROWZ7DJuvoItWJQS56UHr8,267,True,5002,5008,5008,8200,8100,8112,8126,8226,8237,"[86, 245, 157, 145, 555]",7,54632,"['Support', 'Mage']",Mana,560,88,365,43.0,335,29,5.2,30,1.3,550,5.5,0.55,11.5,0.4,0,0,51,3.1,2.61,0.644,4,3,7,5
5,200,DUijb0cM3H7PQFnATOwIdH0cG2pg9ong1PWWuPuQc4Q-4fY,86,False,5002,5008,5005,8400,8000,8010,9111,8473,8451,"[36, 131, 103, 360, 267]",5,200297,"['Fighter', 'Tank']",None,690,98,0,0.0,340,38,4.2,32,1.55,175,8.0,0.5,0.0,0.0,0,0,69,4.5,3.65,0.625,7,7,1,5
6,200,5EYpPaR-245Uo_LfKyMfi-6JFeFbZOtqeK-niaztmEipnQ,245,False,5002,5008,5005,8200,8100,8112,8143,8275,8236,"[36, 131, 103, 360, 267]",4,18916,"['Assassin', 'Fighter']",Mana,655,99,280,70.0,340,32,4.2,32,2.05,125,9.0,0.9,7.0,0.8,0,0,58,3.0,3.3,0.688,5,3,7,8
7,200,ELwMBEqo0qC9XQ7ahb2icqq1_gdEJ28epn-BYfr-MOCLBg,157,False,5003,5008,5005,8400,8000,8008,9111,8242,8444,"[36, 131, 103, 360, 267]",7,2326641,"['Fighter', 'Assassin']",Flow,590,110,100,0.0,345,30,4.6,32,2.05,175,6.5,0.9,0.0,0.0,0,0,60,3.0,3.5,0.697,8,4,4,10
8,200,oxaqgv5byFjDERfhmDPCCtGKybd2ixas_OAS7sbRCHninA,145,False,5002,5008,5005,8000,8100,9923,8139,8009,9103,"[36, 131, 103, 360, 267]",7,195612,['Marksman'],Mana,670,102,345,40.0,335,28,4.2,30,1.3,525,3.5,0.55,8.2,0.7,0,0,59,2.6,1.8,0.644,8,5,3,6
9,200,U5EOahB7F1_nFi1H8y9zkQ8IS-7fCntXs-nF4qg8MqU7__k,555,False,5002,5008,5008,8400,8100,9923,8126,8242,8473,"[36, 131, 103, 360, 267]",2,2452,"['Support', 'Assassin']",Mana,670,104,415,50.0,330,45,4.7,32,2.05,150,7.0,0.5,8.0,1.0,0,0,62,2.0,2.5,0.667,9,3,1,7
0,100,zmBHaQOAcNjWgzFZ5469qbyhAU03RptDkylBpa0c1-Cx,114,False,5002,5008,5005,8300,8400,8437,8446,8304,8345,"[887, 64, 202, 112, 25]",7,459989,"['Fighter', 'Assassin']",Mana,620,99,300,60.0,345,33,4.7,32,2.05,150,8.5,0.55,8.0,0.7,0,0,68,3.3,3.2,0.69,10,4,2,3
1,100,1FhrGVV1pw1rk_63csJcQHDVtzEuXo0wtvOIZ0IG_xHehw,5,False,5002,5008,5005,8300,8000,8010,9111,8304,8347,"[887, 64, 202, 112, 25]",6,44777,"['Fighter', 'Assassin']",Mana,640,106,274,55.0,345,35,4.7,32,2.05,175,8.0,0.7,7.25,0.45,0,0,63,3.0,3.5,0.645,8,6,3,2
2,100,hfVs7tQooYzo7kb6myRqQscPH-pRw0saYhodmsRH0Rpp,134,False,5003,5008,5008,8300,8100,8112,8126,8347,8313,"[887, 64, 202, 112, 25]",5,41993,['Mage'],Mana,563,104,480,40.0,330,25,4.6,30,1.3,550,6.5,0.6,8.0,0.8,0,0,54,2.9,2.0,0.625,2,3,9,8
3,100,iEZZlA_l-lXtQEkoI3Q83ocfrAZDpdCXvyN17ojQlqBU,360,False,5002,5008,5005,8100,8000,8010,9111,8139,8135,"[887, 64, 202, 112, 25]",7,58669,['Marksman'],Mana,600,108,349,38.0,335,26,4.7,30,1.3,500,3.25,0.55,8.2,0.7,0,0,57,3.3,3.3,0.658,8,5,3,6
4,100,OKp2vRTpN8Ws8z1rfLyqKPF-BNvAnLthxIkNbzqntYez294,89,False,5003,5002,5007,8300,8400,8439,8463,8306,8347,"[887, 64, 202, 112, 25]",2,2928,"['Tank', 'Support']",Mana,646,101,302,40.0,335,47,4.8,32,2.05,125,8.5,0.85,6.0,0.8,0,0,60,3.0,2.9,0.625,4,8,3,4
5,200,u-_if0WZ76j3XMgV6eMrLMUUMBqwxLH-7xjqeHfcEEJcgA,887,True,5002,5008,5005,8400,8000,8010,8009,8444,8242,"[114, 5, 134, 360, 89]",5,23901,"['Fighter', 'Assassin']",Mana,620,109,330,40.0,340,39,5.2,32,2.05,150,8.5,0.9,7.5,0.7,0,0,63,3.0,2.25,0.69,7,4,5,5
6,200,oxaqgv5byFjDERfhmDPCCtGKybd2ixas_OAS7sbRCHninA,64,True,5002,5008,5005,8100,8000,8010,9111,8139,8105,"[114, 5, 134, 360, 89]",7,204029,"['Fighter', 'Assassin']",Energy,645,105,200,0.0,345,34,4.9,32,2.05,125,7.5,0.7,50.0,0.0,0,0,66,3.7,3.0,0.651,8,5,3,6
7,200,5EYpPaR-245Uo_LfKyMfi-6JFeFbZOtqeK-niaztmEipnQ,202,True,5002,5008,5005,8200,8000,8021,8009,8275,8236,"[114, 5, 134, 360, 89]",5,23753,"['Marksman', 'Mage']",Mana,655,107,300,50.0,330,24,4.7,30,1.3,550,3.75,0.55,6.0,0.8,0,0,59,4.7,0.0,0.625,10,2,6,6
8,200,AbeSUrm6wbLb9wQaVgbMzICvKMGEhCXCY6S2D8xxFYsg,112,True,5003,5008,5005,8200,8300,8369,8304,8226,8210,"[114, 5, 134, 360, 89]",5,200537,['Mage'],Mana,600,104,405,45.0,335,23,5.2,30,1.3,525,8.0,0.65,8.0,0.8,0,0,53,3.0,2.11,0.658,2,4,10,9
9,200,IgdOFHXo2-JWTnuRZfikTie0f4iw93EKMtBIhI1FjMM,25,True,5002,5008,5008,8000,8200,8229,8226,8009,8014,"[114, 5, 134, 360, 89]",7,184901,"['Mage', 'Support']",Mana,630,104,340,60.0,335,25,5.0,30,1.3,450,5.5,0.4,11.0,0.4,0,0,56,3.5,1.53,0.625,1,6,8,1
0,100,jnBlQOHZWOgHnuNM9H-dsEN2vlWE8-70mxlnwxk6POZ69x8,104,False,5002,5008,5005,8300,8000,8021,9111,8304,8345,"[82, 64, 112, 498, 497]",7,59970,['Marksman'],Mana,625,106,325,40.0,340,33,4.6,32,2.05,425,8.0,0.7,8.0,0.7,0,0,68,4.0,2.6,0.475,8,5,3,3
1,100,5EYpPaR-245Uo_LfKyMfi-6JFeFbZOtqeK-niaztmEipnQ,254,False,5002,5008,5005,8100,8000,8010,9111,8143,8105,"[82, 64, 112, 498, 497]",5,30597,"['Fighter', 'Assassin']",Mana,655,99,295,65.0,340,30,4.7,32,2.05,125,10.0,1.0,8.0,0.65,0,0,63,3.0,2.0,0.644,8,5,3,4
2,100,fRDhylHfYVbrTwE23ljIei6JiUFcbCU43ZjISqWSx4NxLt9iIeJic6yOUQ,127,False,5003,5008,5008,8200,8100,8112,8126,8226,8210,"[82, 64, 112, 498, 497]",7,55820,['Mage'],Mana,620,110,475,30.0,325,22,4.9,30,1.3,550,7.0,0.55,8.0,0.4,0,0,55,2.7,1.36,0.656,2,5,8,6
3,100,oxaqgv5byFjDERfhmDPCCtGKybd2ixas_OAS7sbRCHninA,22,False,5002,5008,5005,8300,8100,9923,8139,8410,8304,"[82, 64, 112, 498, 497]",7,242223,"['Marksman', 'Support']",Mana,640,101,280,35.0,325,26,4.6,30,1.3,600,3.5,0.55,7.0,0.65,0,0,59,2.95,3.33,0.658,7,3,2,4
4,100,4VEvySf16YpLrPM0Got9pDtHwdyDZ8YFm2eqm7-jg55-7w,555,False,5002,5008,5005,8300,8100,8124,8143,8345,8347,"[82, 64, 112, 498, 497]",6,52204,"['Support', 'Assassin']",Mana,670,104,415,50.0,330,45,4.7,32,2.05,150,7.0,0.5,8.0,1.0,0,0,62,2.0,2.5,0.667,9,3,1,7
5,200,7ID-50rztPwWyjT6jmEImi3EVQ8MCDBrTKGujpbXXzeS4NchNjvWN-EJkw,82,True,5002,5008,5005,8400,8000,8010,9111,8473,8453,"[104, 254, 127, 22, 555]",5,348382,['Fighter'],Shield,645,104,100,0.0,335,37,4.2,32,2.05,175,5.0,0.75,0.0,0.0,0,0,61,4.0,1.0,0.625,4,6,7,4
6,200,BhLa5jjT5sJdWDrwlHnSDLA1-Da2RTkGC8D366w2Z0eNgg,64,True,5002,5008,5005,8300,8000,8010,9111,8304,8347,"[104, 254, 127, 22, 555]",7,777173,"['Fighter', 'Assassin']",Energy,645,105,200,0.0,345,34,4.9,32,2.05,125,7.5,0.7,50.0,0.0,0,0,66,3.7,3.0,0.651,8,5,3,6
7,200,S8QK9qztTG3d_4L_LYtCzqxYhKGX1rN80RRJ3H6Ky5mx8Q,112,True,5003,5008,5005,8200,8300,8369,8304,8226,8210,"[104, 254, 127, 22, 555]",7,180046,['Mage'],Mana,600,104,405,45.0,335,23,5.2,30,1.3,525,8.0,0.65,8.0,0.8,0,0,53,3.0,2.11,0.658,2,4,10,9
8,200,qjXDSUN5z1rcHpY-sOiThudesoWtoWw_3bDuW-7llh91,498,True,5002,5008,5005,8000,8100,9923,8139,9111,9104,"[104, 254, 127, 22, 555]",7,266131,['Marksman'],Mana,660,102,340,40.0,330,25,4.2,30,1.3,525,3.25,0.75,8.25,0.8,0,0,60,3.5,3.9,0.658,10,6,1,5
9,200,bDKGaKaY0y-od9Dn-VJ2RiSTYw7ukEbE_rFVyuUFoTE9,497,True,5002,5008,5008,8100,8400,8465,8463,8136,8106,"[104, 254, 127, 22, 555]",7,91692,['Support'],Mana,610,99,315,50.0,335,30,4.9,32,2.05,300,5.0,0.5,8.75,0.5,0,0,62,3.5,3.0,0.635,2,4,8,5
0,100,5EYpPaR-245Uo_LfKyMfi-6JFeFbZOtqeK-niaztmEipnQ,24,False,5002,5008,5005,8300,8000,8008,9111,8345,8352,"[10, 59, 238, 360, 888]",5,26452,"['Fighter', 'Assassin']",Mana,665,100,339,52.0,350,36,4.2,32,2.05,125,8.5,0.55,7.6,0.7,0,0,68,4.25,3.4,0.638,7,5,7,5
1,100,La3srVomZJOAtKkogzBmHO6G3LBtbC1K2910-meojt1C7Ak,245,False,5002,5008,5005,8300,8100,8128,8143,8304,8347,"[10, 59, 238, 360, 888]",4,13721,"['Assassin', 'Fighter']",Mana,655,99,280,70.0,340,32,4.2,32,2.05,125,9.0,0.9,7.0,0.8,0,0,58,3.0,3.3,0.688,5,3,7,8
2,100,oxaqgv5byFjDERfhmDPCCtGKybd2ixas_OAS7sbRCHninA,157,False,5002,5008,5005,8100,8000,8008,9111,8139,8135,"[10, 59, 238, 360, 888]",7,150288,"['Fighter', 'Assassin']",Flow,590,110,100,0.0,345,30,4.6,32,2.05,175,6.5,0.9,0.0,0.0,0,0,60,3.0,3.5,0.697,8,4,4,10
