index,teamId,summonerId,championId,win,perks_defense,perks_flex,perks_offense,subStyle,primaryStyle,primary1perk,primary2perk,sub1perk,sub2perk,enemy_champ_team,championLevel,championPoints,tags,partype,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,attack,defense,magic,difficulty
3,100,lcCGBLUapEGl-kjA3Q_AHq526Dfc0gydOC_aBIkMNinwLg,51,True,5002,5008,5005,8200,8000,8008,8009,8233,8236,"[18, 32, 246, 266, 235]",7,145456,['Marksman'],Mana,580,107,315,40.0,325,27,4.7,30,1.3,650,3.5,0.55,7.4,0.7,0,0,60,3.8,4.0,0.681,8,2,2,6
4,100,jFTZYas3pRQy43P7qm0m_0sP9NKm1pwO5vspu8lsX794Tzo,25,True,5002,5008,5008,8300,8200,8229,8226,8345,8313,"[18, 32, 246, 266, 235]",7,83888,"['Mage', 'Support']",Mana,630,104,340,60.0,335,25,5.0,30,1.3,450,5.5,0.4,11.0,0.4,0,0,56,3.5,1.53,0.625,1,6,8,1
5,200,jbvtFpiIU7GNvxcxCPswbLF8lc6WqFZkbZV2aumGNQ9ytw,18,False,5002,5008,5005,8000,8100,9923,8139,9111,9103,"[114, 121, 142, 51, 25]",3,10133,"['Marksman', 'Assassin']",Mana,670,102,250,32.0,325,26,4.2,30,1.3,525,4.0,0.65,7.2,0.45,0,0,59,3.7,1.5,0.656,9,3,5,4
6,200,9NsNP45RKkBt7FUVfNsa5GpEYlWTtWiNAYhqMVNvgdnQmA,32,False,5002,5008,5005,8100,8000,8010,9111,8126,8106,"[114, 121, 142, 51, 25]",7,47609,"['Tank', 'Mage']",Mana,685,94,285,40.0,335,30,4.0,32,2.05,125,9.0,0.85,7.4,0.55,0,0,53,3.8,2.18,0.736,2,6,8,3
7,200,3FiO8vkE-TBVmstA7ypwsEwHRN5fJIlduaFJakw4uB-7Cw,246,False,5003,5008,5008,8000,8100,8112,8143,8009,8299,"[114, 121, 142, 51, 25]",7,58315,"['Assassin', 'Fighter']",Mana,590,124,320,50.0,335,28,4.7,32,2.05,150,6.0,0.9,8.0,0.7,0,0,66,3.1,2.1,0.688,0,2,4,8
8,200,lB3fR1MIc8zAF5a24oyKxuDvss8H21cTGsKshMcjJeaOAXM,266,False,5002,5008,5008,8400,8000,8010,9111,8444,8242,"[114, 121, 142, 51, 25]",2,2964,"['Fighter', 'Tank']",Blood Well,650,114,0,0.0,345,38,4.45,32,2.05,175,3.0,1.0,0.0,0.0,0,0,60,5.0,2.5,0.651,8,4,3,4
9,200,0stYMlvZ-EOMZ7C1z5R9_akzSsHJVmKXlOllfQC7uMsiCa0,235,False,5002,5008,5005,8300,8000,8008,8009,8345,8410,"[114, 121, 142, 51, 25]",7,49750,"['Marksman', 'Support']",Mana,530,89,350,45.0,330,28,4.7,30,1.3,600,3.5,0.55,11.5,0.7,0,0,50,0.0,4.0,0.625,7,2,6,7
0,100,EPqu-cfOsSduXwB1n-_BMJUDBtZcrutroiy1gdkIwvvfmHk,17,False,5002,5008,5008,8200,8000,8005,9111,8275,8237,"[92, 104, 45, 67, 57]",6,114252,"['Marksman', 'Assassin']",Mana,598,104,334,25.0,330,24,4.95,30,1.3,500,5.5,0.65,9.6,0.45,0,0,54,3.0,3.38,0.69,5,3,7,6
1,100,FLt6lz-E0DQc-tl7GVu0ae8nDPbc4x_IJj6kxla4rpdPgCuqzwkAd9U3Ng,9,False,5002,5008,5008,8100,8300,8369,8313,8106,8143,"[92, 104, 45, 67, 57]",4,16321,"['Mage', 'Support']",Mana,650,106,500,28.0,335,34,4.7,30,1.3,480,5.5,0.6,8.0,0.8,0,0,55,2.65,2.11,0.625,2,3,9,9
2,100,sDSEKeYvQDSf5TA4Dcs1zoxBclBb7Jh-Xi6QXXONlu7CEpY,110,False,5003,5008,5005,8200,8100,9923,8139,8233,8236,"[92, 104, 45, 67, 57]",6,72681,"['Marksman', 'Mage']",Mana,600,105,360,40.0,330,27,4.6,30,1.3,575,3.5,0.55,8.0,0.8,0,0,62,3.4,4.0,0.658,7,3,4,2
3,100,mip-mKsYM5TZmhTeBU4MzCT3-Nj0zXEC4kQCBw_g67IpMoxQHQdZje6g2w,236,False,5002,5008,5005,8000,8300,8369,8304,9111,8014,"[92, 104, 45, 67, 57]",3,7501,['Marksman'],Mana,641,100,320,43.0,335,28,4.2,30,1.3,500,3.75,0.65,7.0,0.8,0,0,60,2.9,3.3,0.638,8,5,3,6
4,100,J9GKaRM4ia9wA2Gah4_0gy0YCTxG6m3c8C4Xti3oqoO5x8c,267,False,5002,5008,5008,8300,8200,8214,8226,8345,8347,"[92, 104, 45, 67, 57]",4,14510,"['Support', 'Mage']",Mana,560,88,365,43.0,335,29,5.2,30,1.3,550,5.5,0.55,11.5,0.4,0,0,51,3.1,2.61,0.644,4,3,7,5
5,200,ihBe8Knp6ZeCnD_vdbr2lT7MwMZDnKhPI1fq7Av02qmmO38,92,True,5003,5008,5008,8400,8000,8010,9111,8401,8473,"[17, 9, 110, 236, 267]",7,765921,"['Fighter', 'Assassin']",None,630,100,0,0.0,340,33,4.4,32,2.05,125,8.5,0.5,0.0,0.0,0,0,64,3.0,3.5,0.625,8,5,1,8
6,200,dYbmuD3OhMnwiCI0t2CnXLiSdld4YIiMWhoJ3JKtW4RDD3KD3bGm2PJjkw,104,True,5002,5008,5008,8100,8000,8021,9111,8136,8126,"[17, 9, 110, 236, 267]",5,68078,['Marksman'],Mana,625,106,325,40.0,340,33,4.6,32,2.05,425,8.0,0.7,8.0,0.7,0,0,68,4.0,2.6,0.475,8,5,3,3
7,200,yFps1KNiPVpWjg9G9TuuwAAw1FOTBlaq1twIfKCnzGmB6Es,45,True,5002,5008,5007,8300,8100,8128,8139,8313,8347,"[17, 9, 110, 236, 267]",7,74047,['Mage'],Mana,550,108,490,26.0,340,18,5.2,32,1.3,550,6.5,0.6,8.0,0.8,0,0,52,2.7,2.24,0.625,2,2,10,7
8,200,ncL9ukbn4a5O5CoeNwDNeFnIDKLfFjaUwcL94CN9D-4TvQE,67,True,5002,5008,5005,8400,8000,8008,9111,8429,8451,"[17, 9, 110, 236, 267]",7,115664,"['Marksman', 'Assassin']",Mana,550,103,232,35.0,330,23,4.6,30,1.3,550,3.5,0.55,7.0,0.4,0,0,60,2.35,3.3,0.658,10,1,1,8
9,200,jFTZYas3pRQy43P7qm0m_0sP9NKm1pwO5vspu8lsX794Tzo,57,True,5001,5002,5007,8300,8400,8439,8463,8347,8304,"[17, 9, 110, 236, 267]",5,36658,"['Tank', 'Mage']",Mana,635,109,375,43.0,335,39,5.2,32,2.05,125,5.0,0.75,7.2,0.6,0,0,64,3.3,2.125,0.8,3,8,6,3
0,100,ydT3522nN72OjPgty7U5pzDVeOHTxhE7kHCETUNoiFamvw,107,False,5003,5008,5005,8100,8000,8010,9111,8139,8105,"[54, 200, 777, 360, 111]",5,35905,"['Assassin', 'Fighter']",Ferocity,620,104,4,0.0,345,34,4.2,32,2.05,125,7.0,0.5,0.0,0.0,0,0,68,3.0,3.0,0.667,7,4,2,8
1,100,Op_bAXWVIkRSovdXyPinaiVdaW6cHGVN2NREENFE8L8AzQ,72,False,5002,5008,5005,8300,8200,8230,8275,8304,8347,"[54, 200, 777, 360, 111]",5,31094,"['Fighter', 'Tank']",Mana,650,99,320,60.0,335,38,5.0,32,2.05,125,9.0,0.85,7.2,0.45,0,0,65,4.5,2.1,0.625,7,6,5,5
2,100,642ze6ejxXNP23Fq5WnTP9eS86IMS7MpoFpY9TqB0Hda3g,101,False,5002,5008,5005,8000,8200,8229,8226,8009,8017,"[54, 200, 777, 360, 111]",7,248068,['Mage'],Mana,596,106,459,22.0,340,22,4.7,30,1.3,525,5.5,0.55,8.0,0.8,0,0,55,3.0,1.36,0.625,1,3,10,8
3,100,d6nGl2pEQVa8WAvP-8CAeb451j1NKYCiNK0g8-EmDXxj1g,67,False,5002,5008,5005,8100,8000,8008,8009,8139,8135,"[54, 200, 777, 360, 111]",7,263038,"['Marksman', 'Assassin']",Mana,550,103,232,35.0,330,23,4.6,30,1.3,550,3.5,0.55,7.0,0.4,0,0,60,2.35,3.3,0.658,10,1,1,8
4,100,9OZASr7klHo66tSR6kUMp_e8LhFoWFWIJe05iydGxoOJ,99,False,5002,5008,5008,8300,8200,8229,8226,8304,8347,"[54, 200, 777, 360, 111]",7,168772,"['Mage', 'Support']",Mana,560,99,480,23.5,330,19,5.2,30,1.3,550,5.5,0.55,8.0,0.8,0,0,54,3.3,2.0,0.669,2,4,9,5
5,200,Nxf4oGERFcGlDforl3iaN6SOsigBTy4s9WyMG4T0SuOjbQ,54,True,5003,5008,5008,8300,8200,8229,8226,8345,8347,"[107, 72, 101, 67, 99]",4,20932,"['Tank', 'Fighter']",Mana,644,104,280,60.0,335,37,4.95,28,2.05,125,7.0,0.55,7.3,0.55,0,0,62,4.0,3.4,0.736,5,9,7,2
6,200,XdOfCoP-NoeevkrUSWO8hUTtwi93FfrxLceSZuulTDjb,200,True,5002,5008,5005,8300,8000,8010,9111,8304,8347,"[107, 72, 101, 67, 99]",6,38772,['Fighter'],,610,99,60,0.0,340,32,4.7,32,2.05,175,6.0,0.6,0.0,0.0,0,0,60,1.5,0.0,0.85,4,2,7,10
7,200,2cILH3PDfbx8MxGkDHXn3JRblwb3yJNS99vsiU3P3Eg,777,True,5002,5008,5005,8400,8000,8008,9111,8473,8451,"[107, 72, 101, 67, 99]",5,37318,"['Assassin', 'Fighter']",Flow,620,105,500,0.0,345,30,4.6,32,2.05,175,7.5,0.75,0.0,0.0,0,0,60,2.0,3.5,0.625,8,4,4,8
8,200,2Qri38x9t-4-f8t0J1iEf1hC5fgXefUVweKkKbW3wPd1UVc,360,True,5002,5008,5005,8100,8000,8010,9111,8139,8135,"[107, 72, 101, 67, 99]",6,55805,['Marksman'],Mana,600,108,349,38.0,335,26,4.7,30,1.3,500,3.25,0.55,8.2,0.7,0,0,57,3.3,3.3,0.658,8,5,3,6
9,200,jFTZYas3pRQy43P7qm0m_0sP9NKm1pwO5vspu8lsX794Tzo,111,True,5003,5002,5007,8300,8400,8439,8401,8347,8306,"[107, 72, 101, 67, 99]",5,111076,"['Tank', 'Support']",Mana,646,100,400,47.0,325,39,4.95,32,2.05,175,8.5,0.55,8.65,0.5,0,0,61,3.3,1.0,0.706,4,6,6,6
0,100,XRilyGQCNUjo2bWgOyq3NETXjosjjDgPjT7rKqYE2wZvsL0Wq1LWtuTbTA,39,False,5003,5003,5005,8100,8000,8010,9111,8143,8106,"[82, 80, 84, 18, 53]",3,9543,"['Fighter', 'Assassin']",Mana,590,124,350,50.0,335,36,4.7,30,2.05,200,8.5,0.85,8.0,0.8,0,0,65,4.0,2.5,0.656,7,4,5,5
1,100,WybiXiYU-FGROc0qmcSB14JnNB8Gsz_SSRewmkipCFadOg,203,False,5002,5008,5005,8100,8000,8005,9111,8139,8138,"[82, 80, 84, 18, 53]",7,90553,['Marksman'],Mana,610,104,300,35.0,325,29,4.7,30,1.3,500,7.0,0.55,7.0,0.4,0,0,65,3.25,3.5,0.625,8,2,2,4
2,100,jp5IfOFR_ZSe2QJ65WHK-7VdExSgCieYlVKlW53EOBZOMQ,777,False,5003,5008,5005,8400,8000,8010,9111,8444,8451,"[82, 80, 84, 18, 53]",5,39380,"['Assassin', 'Fighter']",Flow,620,105,500,0.0,345,30,4.6,32,2.05,175,7.5,0.75,0.0,0.0,0,0,60,2.0,3.5,0.625,8,4,4,8
3,100,p8MlofokbpRrDNebltKFNyJ5fPRZfgHBFUx0SHtn9iqa5gY,21,False,5002,5008,5005,8300,8000,8005,8009,8304,8345,"[82, 80, 84, 18, 53]",6,25513,['Marksman'],Mana,640,103,300,40.0,325,28,4.2,30,1.3,550,3.75,0.65,8.0,0.8,0,0,52,2.4,3.0,0.656,8,2,5,1
4,100,hbohn0XH9x4zcVuoK-nQC_E2KDl2BpR0hP6XDixh6-opWOo,89,False,5001,5002,5007,8300,8400,8439,8463,8345,8347,"[82, 80, 84, 18, 53]",7,363323,"['Tank', 'Support']",Mana,646,101,302,40.0,335,47,4.8,32,2.05,125,8.5,0.85,6.0,0.8,0,0,60,3.0,2.9,0.625,4,8,3,4
5,200,ulCvrEn54AIoUEBmujiMrOmRIgtEXe_FrKAoe-oEIy_1Ig,82,True,5002,5008,5005,8400,8000,8010,9111,8473,8453,"[39, 203, 777, 21, 89]",6,40455,['Fighter'],Shield,645,104,100,0.0,335,37,4.2,32,2.05,175,5.0,0.75,0.0,0.0,0,0,61,4.0,1.0,0.625,4,6,7,4
6,200,YWj4oG5vYOyNyLPF8jC2GxYae2RXmBFMs6j_k62e-hxKg3I,80,True,5002,5008,5008,8100,8000,8005,9111,8126,8105,"[39, 203, 777, 21, 89]",3,6374,"['Fighter', 'Assassin']",Mana,650,109,317,31.0,345,40,4.95,28,2.05,175,6.0,0.65,7.35,0.45,0,0,64,3.3,2.95,0.658,9,4,3,4
7,200,PQ_WiowmJK-IslI3LRa1dUoHrRQBkLCwTsytDPz3_JmcjK4,84,True,5002,5008,5008,8100,8000,8010,8009,8139,8135,"[39, 203, 777, 21, 89]",7,167583,['Assassin'],Energy,570,119,200,0.0,345,23,4.7,37,2.05,125,9.0,0.9,50.0,0.0,0,0,62,3.3,3.2,0.625,5,3,8,7
8,200,ugrbVOL5lqUXxSAQCqOK2l2yI_W5BXxGwh6WMUM_7lJS,18,True,5002,5008,5005,8000,8100,9923,8139,9111,9103,"[39, 203, 777, 21, 89]",6,180700,"['Marksman', 'Assassin']",Mana,670,102,250,32.0,325,26,4.2,30,1.3,525,4.0,0.65,7.2,0.45,0,0,59,3.7,1.5,0.656,9,3,5,4
9,200,jFTZYas3pRQy43P7qm0m_0sP9NKm1pwO5vspu8lsX794Tzo,53,True,5002,5002,5007,8300,8400,8465,8463,8306,8345,"[39, 203, 777, 21, 89]",4,16800,"['Tank', 'Fighter']",Mana,633,109,267,40.0,325,40,4.7,28,2.05,125,7.5,0.75,8.5,0.8,0,0,62,3.5,1.13,0.65,4,8,5,4
0,100,m66wAb4CGMvq2uY1Hi9LbO73tYeBuyY2wHGoIY2-UXhp,86,False,5002,5008,5008,8400,8000,8010,9111,8473,8242,"[72, 17, 99, 222, 111]",7,67226,"['Fighter', 'Tank']",None,690,98,0,0.0,340,38,4.2,32,1.55,175,8.0,0.5,0.0,0.0,0,0,69,4.5,3.65,0.625,7,7,1,5
1,100,ylf8-m_JrZ3phEGBTT5kDAMC0TBhyNPuTw4Lu2jxIC0bze-o7eHqbXRfmQ,234,False,5002,5008,5005,8300,8000,8010,9111,8304,8347,"[72, 17, 99, 222, 111]",5,41542,"['Assassin', 'Fighter']",None,630,109,10000,0.0,345,34,5.2,32,2.05,200,7.0,0.7,0.0,0.0,0,0,57,3.5,2.5,0.658,6,4,2,5
