index,teamId,summonerId,championId,win,perks_defense,perks_flex,perks_offense,subStyle,primaryStyle,primary1perk,primary2perk,sub1perk,sub2perk,enemy_champ_team,championLevel,championPoints,tags,partype,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,attack,defense,magic,difficulty
0,100,1IfyJWsCH5u_HA8G1Qics5qJq0em9yTc9DdmtEJ83snG9g,86,True,5002,5008,5008,8000,8400,8437,8446,9111,8014,"[223, 64, 42, 67, 235]",7,397588,"['Fighter', 'Tank']",None,690,98,0,0.0,340,38,4.2,32,1.55,175,8.0,0.5,0.0,0.0,0,0,69,4.5,3.65,0.625,7,7,1,5
1,100,XCk1A4v06Q1sm9PuDzc01isrBpwKv7Iua4OUfw4h4p2zgA,56,True,5002,5008,5005,8100,8000,8010,9111,8106,8143,"[223, 64, 42, 67, 235]",7,48643,"['Assassin', 'Fighter']",Mana,655,109,275,35.0,345,38,4.7,32,1.55,125,7.0,0.75,7.0,0.45,0,0,62,2.6,2.7,0.721,9,5,2,4
2,100,PbX3s-HxKpp0w-CXkvQ1uhhlfVn3GbSWBnaY5FkpnSEK4So,131,True,5002,5008,5005,8100,8000,8010,8009,8143,8138,"[223, 64, 42, 67, 235]",7,395856,"['Fighter', 'Mage']",Mana,640,109,375,25.0,345,31,4.3,32,2.05,150,6.5,0.85,8.0,0.8,0,0,57,3.0,2.25,0.625,7,6,8,4
3,100,FuHf9LFm1RRElmeLJUSViCBJx4cJ4NBxTDF20YT6o_t8ag,145,True,5001,5002,5005,8000,8100,9923,8143,8009,8017,"[223, 64, 42, 67, 235]",7,59079,['Marksman'],Mana,670,102,345,40.0,335,28,4.2,30,1.3,525,3.5,0.55,8.2,0.7,0,0,59,2.6,1.8,0.644,8,5,3,6
4,100,9Ji_xQKEFtFLfbz33KzHn7uovxcvQwCPr05kbjxHaVrG3kM,99,True,5002,5008,5005,8300,8100,8128,8139,8304,8345,"[223, 64, 42, 67, 235]",7,309071,"['Mage', 'Support']",Mana,560,99,480,23.5,330,19,5.2,30,1.3,550,5.5,0.55,8.0,0.8,0,0,54,3.3,2.0,0.669,2,4,9,5
5,200,_QWXEVMSS4qup291JqMuZz-NIeWuS1Vu-H6Zqty1Fr0n9lc,223,False,5002,5002,5005,8000,8400,8437,8401,9111,9104,"[86, 56, 131, 145, 99]",6,42653,"['Support', 'Tank']",Mana,640,103,325,50.0,335,42,4.7,32,2.05,175,6.5,0.55,8.0,1.0,0,0,56,3.2,2.5,0.658,3,9,6,5
6,200,M2Uwyne-xqoWcBtfeiuuqDNttAoZwKsmaKT5UMIGu7WX2TdpXDOk_QAjJw,64,False,5002,5008,5005,8300,8000,8010,9111,8304,8347,"[86, 56, 131, 145, 99]",5,34523,"['Fighter', 'Assassin']",Energy,645,105,200,0.0,345,34,4.9,32,2.05,125,7.5,0.7,50.0,0.0,0,0,66,3.7,3.0,0.651,8,5,3,6
7,200,Lhdml6StgmOzBAge_T7gkMJsaHr9SpUXPtClL2YeU4475jI,42,False,5002,5008,5005,8300,8000,8021,8009,8304,8345,"[86, 56, 131, 145, 99]",5,39186,['Marksman'],Mana,588,105,350,54.0,325,28,4.7,30,1.3,550,5.5,0.55,7.4,0.55,0,0,55,2.8,2.3,0.638,8,3,6,6
8,200,2LZcMxNw13xjUaN0uowetLxgT0ou247YUS51v_VvTy-oOqk,67,False,5003,5008,5005,8100,8000,8005,9111,8139,8135,"[86, 56, 131, 145, 99]",6,60586,"['Marksman', 'Assassin']",Mana,550,103,232,35.0,330,23,4.6,30,1.3,550,3.5,0.55,7.0,0.4,0,0,60,2.35,3.3,0.658,10,1,1,8
9,200,_AtBJgZ0uVJxz10xrL0_4-nRsuwwLlGTHG-gFk2xAsdJ,235,False,5002,5008,5005,8000,8400,8437,8463,9104,8009,"[86, 56, 131, 145, 99]",7,115769,"['Marksman', 'Support']",Mana,530,89,350,45.0,330,28,4.7,30,1.3,600,3.5,0.55,11.5,0.7,0,0,50,0.0,4.0,0.625,7,2,6,7
0,100,A2b90nyTPGkstJ4JTOHfWsin3uyRmKDalx76rJNZwLC5fjM,3,False,5003,5003,5008,8200,8400,8439,8401,8275,8210,"[222, 517, 223, 131, 36]",6,62696,"['Tank', 'Mage']",Mana,632,126,500,40.0,335,24,4.7,32,2.05,150,8.0,0.8,9.5,0.7,0,0,59,3.5,1.5,0.625,1,10,6,5
1,100,J9gPVLVdumSgIaASL6p7DiLtlfQ8b-bRcXJAiPY_5xi2Uw,420,False,5002,5003,5008,8300,8400,8437,8446,8304,8345,"[222, 517, 223, 131, 36]",5,125472,"['Fighter', 'Tank']",Mana,656,109,300,50.0,350,35,5.0,32,2.05,125,9.5,0.8,7.5,0.75,0,0,68,5.0,2.5,0.625,8,6,3,4
2,100,Bld1YyHoWG_T-57_8dDwqzWDTlEqi9rR9I1vS9S0xGANSQ,25,False,5002,5008,5008,8300,8200,8229,8226,8313,8345,"[222, 517, 223, 131, 36]",7,112297,"['Mage', 'Support']",Mana,630,104,340,60.0,335,25,5.0,30,1.3,450,5.5,0.4,11.0,0.4,0,0,56,3.5,1.53,0.625,1,6,8,1
3,100,8D22pSYv53EYEOuRTa_JWyxkVy3Iq2R2eG-dMpyHL0O5eqM,427,False,5003,5008,5008,8400,8200,8214,8224,8453,8429,"[222, 517, 223, 131, 36]",6,55233,"['Support', 'Mage']",Mana,655,99,450,60.0,330,27,4.7,32,2.05,475,7.0,0.85,6.0,0.75,0,0,50,3.0,3.4,0.644,3,5,7,7
4,100,dcHkDAGeuIvTvhj80au-t3DCLamDtI0LYZDof8uqwbn5iR0,145,False,5002,5008,5005,8000,8100,9923,8139,9111,8017,"[222, 517, 223, 131, 36]",5,43276,['Marksman'],Mana,670,102,345,40.0,335,28,4.2,30,1.3,525,3.5,0.55,8.2,0.7,0,0,59,2.6,1.8,0.644,8,5,3,6
5,200,_AtBJgZ0uVJxz10xrL0_4-nRsuwwLlGTHG-gFk2xAsdJ,222,True,5002,5008,5005,8200,8000,8008,8009,8275,8236,"[3, 420, 25, 427, 145]",7,135596,['Marksman'],Mana,630,100,260,50.0,325,26,4.7,30,1.3,525,3.75,0.5,6.7,1.0,0,0,59,3.15,1.0,0.625,9,2,4,6
6,200,G7nbn7m4fH4N22YfGGZrqkbVFPAUiYx8lJU5UO2Olidt5g,517,True,5003,5008,5008,8300,8000,8010,8009,8345,8347,"[3, 420, 25, 427, 145]",2,3396,"['Mage', 'Assassin']",Mana,575,129,310,70.0,340,27,5.2,32,2.55,175,9.0,0.9,8.0,0.8,0,0,61,3.0,3.5,0.645,3,4,8,5
7,200,_QWXEVMSS4qup291JqMuZz-NIeWuS1Vu-H6Zqty1Fr0n9lc,223,True,5003,5002,5005,8000,8400,8465,8401,9111,9105,"[3, 420, 25, 427, 145]",6,42653,"['Support', 'Tank']",Mana,640,103,325,50.0,335,42,4.7,32,2.05,175,6.5,0.55,8.0,1.0,0,0,56,3.2,2.5,0.658,3,9,6,5
8,200,mOxKRZAGw0bbfP5lBFN96NWj5ooH9hiDNWhEAau9h4N-ctY,131,True,5002,5008,5005,8300,8000,8010,9111,8304,8347,"[3, 420, 25, 427, 145]",2,2701,"['Fighter', 'Mage']",Mana,640,109,375,25.0,345,31,4.3,32,2.05,150,6.5,0.85,8.0,0.8,0,0,57,3.0,2.25,0.625,7,6,8,4
9,200,3edUFNasfMeROZrm0Mt0Pz6p3XbztILz81Qi2HWyTgQZrGw,36,True,5002,5002,5005,8300,8400,8437,8446,8304,8410,"[3, 420, 25, 427, 145]",5,50540,"['Fighter', 'Tank']",None,613,103,0,0.0,345,32,3.7,29,2.3,125,7.0,0.5,0.0,0.0,0,0,61,2.5,3.3,0.67,5,7,6,5
0,100,nMScBiJkBdc9KyiRcU4X2EsckSEocV7nfq6fc9wBAOSlhJU,254,False,5002,5008,5005,8000,8100,9923,8143,9104,9111,"[222, 238, 12, 131, 98]",3,9590,"['Fighter', 'Assassin']",Mana,655,99,295,65.0,340,30,4.7,32,2.05,125,10.0,1.0,8.0,0.65,0,0,63,3.0,2.0,0.644,8,5,3,4
1,100,CidfK5nk_mtbmYMqud1OeoLI6XRHRlB8gKZfrrReKx8,223,False,5002,5002,5005,8000,8400,8439,8463,9111,9104,"[222, 238, 12, 131, 98]",5,23671,"['Support', 'Tank']",Mana,640,103,325,50.0,335,42,4.7,32,2.05,175,6.5,0.55,8.0,1.0,0,0,56,3.2,2.5,0.658,3,9,6,5
2,100,y4N7V7Ev4Ox3JYQdbGrOqGP7Vdn5mfagQFeWIMuTBv88ivc,58,False,5003,5003,5008,8400,8000,8010,9111,8429,8451,"[222, 238, 12, 131, 98]",4,13483,"['Fighter', 'Tank']",Fury,660,111,100,0.0,345,35,5.2,32,2.05,125,8.0,0.75,0.0,0.0,0,0,69,4.15,2.75,0.665,8,5,2,3
3,100,9Sdhz-isKTGYakuiGDGbOeRRLTJEH0_TxwWubVwbdjF7uwA,84,False,5002,5008,5008,8000,8100,8112,8139,8009,8014,"[222, 238, 12, 131, 98]",7,142522,['Assassin'],Energy,570,119,200,0.0,345,23,4.7,37,2.05,125,9.0,0.9,50.0,0.0,0,0,62,3.3,3.2,0.625,5,3,8,7
4,100,dY3YLIw0nUR8s9cmcPzONzecIZhYolvtAt0BpV-_gXGP2pw,145,False,5002,5008,5005,8000,8100,9923,8139,9111,9104,"[222, 238, 12, 131, 98]",1,210,['Marksman'],Mana,670,102,345,40.0,335,28,4.2,30,1.3,525,3.5,0.55,8.2,0.7,0,0,59,2.6,1.8,0.644,8,5,3,6
5,200,_AtBJgZ0uVJxz10xrL0_4-nRsuwwLlGTHG-gFk2xAsdJ,222,True,5002,5008,5005,8200,8000,8008,8009,8275,8236,"[254, 223, 58, 84, 145]",7,135596,['Marksman'],Mana,630,100,260,50.0,325,26,4.7,30,1.3,525,3.75,0.5,6.7,1.0,0,0,59,3.15,1.0,0.625,9,2,4,6
6,200,G7nbn7m4fH4N22YfGGZrqkbVFPAUiYx8lJU5UO2Olidt5g,238,True,5002,5008,5005,8100,8000,8010,9111,8139,8135,"[254, 223, 58, 84, 145]",6,68784,['Assassin'],Energy,654,99,200,0.0,345,32,4.7,29,2.05,125,7.0,0.65,50.0,0.0,0,0,63,3.4,3.3,0.651,9,2,1,7
7,200,_QWXEVMSS4qup291JqMuZz-NIeWuS1Vu-H6Zqty1Fr0n9lc,12,True,5003,5002,5007,8300,8400,8439,8446,8306,8347,"[254, 223, 58, 84, 145]",7,276443,"['Tank', 'Support']",Mana,685,120,350,40.0,330,47,4.7,32,2.05,125,8.5,0.85,8.5,0.8,0,0,62,3.75,2.125,0.625,6,9,5,7
8,200,mOxKRZAGw0bbfP5lBFN96NWj5ooH9hiDNWhEAau9h4N-ctY,131,True,5002,5008,5005,8300,8000,8010,9111,8304,8347,"[254, 223, 58, 84, 145]",2,2701,"['Fighter', 'Mage']",Mana,640,109,375,25.0,345,31,4.3,32,2.05,150,6.5,0.85,8.0,0.8,0,0,57,3.0,2.25,0.625,7,6,8,4
9,200,3edUFNasfMeROZrm0Mt0Pz6p3XbztILz81Qi2HWyTgQZrGw,98,True,5002,5008,5005,8100,8400,8437,8401,8126,8106,"[254, 223, 58, 84, 145]",6,36542,['Tank'],Energy,610,99,400,0.0,340,34,4.2,32,2.05,125,8.5,0.75,50.0,0.0,0,0,60,3.0,3.0,0.751,3,9,3,4
0,100,thCdBi2V_YZzgPnG3CA9pkcThC9l9_MSUbu7NPhnGmURUYU,117,False,5002,5008,5008,8300,8400,8465,8463,8345,8347,"[235, 112, 223, 245, 36]",7,80795,"['Support', 'Mage']",Mana,595,88,350,55.0,330,26,4.9,30,1.3,550,6.0,0.6,11.0,0.6,0,0,47,2.6,2.25,0.625,4,5,7,5
1,100,5NdzXiZ8vGeBjsd0b8C4-51Of95x0Br7wTCepC-8w5kjJYs,69,False,5002,5008,5008,8100,8000,8010,8009,8139,8135,"[235, 112, 223, 245, 36]",3,9996,['Mage'],Mana,630,104,350,60.0,328,18,4.7,32,1.3,550,5.5,0.5,8.0,0.8,0,0,53,3.0,1.5,0.647,2,3,9,10
2,100,Ew13wUp7xlWEgOdhjXpDGOmwwEN0Vh1n9w7NpGFEP-g7qeo,83,False,5002,5008,5005,8000,8400,8437,8446,9103,8299,"[235, 112, 223, 245, 36]",7,65311,"['Fighter', 'Tank']",Mana,650,114,300,60.0,340,39,5.2,32,2.05,175,8.0,0.8,7.5,0.75,0,0,62,5.0,2.0,0.625,6,6,4,6
3,100,KpC3LVBAVzeFlCuZ0JbAH_6w06SNMfKwkKlICezRay0MLio,2,False,5002,5008,5005,8300,8000,8010,9111,8410,8304,"[235, 112, 223, 245, 36]",3,7537,"['Fighter', 'Tank']",Mana,645,119,316,50.0,350,35,4.2,32,2.05,125,6.5,0.6,7.5,0.6,0,0,68,4.7,2.7,0.694,9,5,3,3
4,100,97ZY_s5Y5yPrRpnEDlcLYkmWH_ISyXr_kM1EYX_X-NxDxdA,67,False,5002,5008,5005,8100,8000,8005,9111,8139,8135,"[235, 112, 223, 245, 36]",7,52877,"['Marksman', 'Assassin']",Mana,550,103,232,35.0,330,23,4.6,30,1.3,550,3.5,0.55,7.0,0.4,0,0,60,2.35,3.3,0.658,10,1,1,8
5,200,_AtBJgZ0uVJxz10xrL0_4-nRsuwwLlGTHG-gFk2xAsdJ,235,True,5002,5008,5005,8000,8400,8437,8463,8009,9104,"[117, 69, 83, 2, 67]",7,115769,"['Marksman', 'Support']",Mana,530,89,350,45.0,330,28,4.7,30,1.3,600,3.5,0.55,11.5,0.7,0,0,50,0.0,4.0,0.625,7,2,6,7
6,200,G7nbn7m4fH4N22YfGGZrqkbVFPAUiYx8lJU5UO2Olidt5g,112,True,5003,5008,5005,8300,8200,8230,8226,8345,8347,"[117, 69, 83, 2, 67]",3,6128,['Mage'],Mana,600,104,405,45.0,335,23,5.2,30,1.3,525,8.0,0.65,8.0,0.8,0,0,53,3.0,2.11,0.658,2,4,10,9
7,200,_QWXEVMSS4qup291JqMuZz-NIeWuS1Vu-H6Zqty1Fr0n9lc,223,True,5002,5002,5005,8000,8400,8465,8401,9111,9105,"[117, 69, 83, 2, 67]",6,42653,"['Support', 'Tank']",Mana,640,103,325,50.0,335,42,4.7,32,2.05,175,6.5,0.55,8.0,1.0,0,0,56,3.2,2.5,0.658,3,9,6,5
8,200,mOxKRZAGw0bbfP5lBFN96NWj5ooH9hiDNWhEAau9h4N-ctY,245,True,5002,5008,5005,8300,8100,8128,8143,8304,8321,"[117, 69, 83, 2, 67]",1,1259,"['Assassin', 'Fighter']",Mana,655,99,280,70.0,340,32,4.2,32,2.05,125,9.0,0.9,7.0,0.8,0,0,58,3.0,3.3,0.688,5,3,7,8
9,200,3edUFNasfMeROZrm0Mt0Pz6p3XbztILz81Qi2HWyTgQZrGw,36,True,5002,5002,5005,8300,8400,8437,8446,8304,8410,"[117, 69, 83, 2, 67]",5,50540,"['Fighter', 'Tank']",None,613,103,0,0.0,345,32,3.7,29,2.3,125,7.0,0.5,0.0,0.0,0,0,61,2.5,3.3,0.67,5,7,6,5
0,100,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,122,False,5002,5008,5005,8100,8000,8010,9111,8139,8135,"[6, 38, 9, 81, 22]",7,600267,"['Fighter', 'Tank']",Mana,652,114,263,58.0,340,39,5.2,32,2.05,175,10.0,0.95,6.6,0.35,0,0,64,5.0,1.0,0.625,9,5,1,2
1,100,TDt9lYO_dkNVVFLzxrJh1m20VfKthKV09EZozTuoR8cO,79,False,5002,5008,5005,8200,8100,8112,8143,8210,8232,"[6, 38, 9, 81, 22]",4,18049,"['Fighter', 'Mage']",Mana,670,109,400,47.0,330,38,4.8,32,2.05,125,5.5,0.5,6.0,0.8,0,0,64,3.5,2.05,0.675,4,7,6,5
2,100,gEiVGHjDTmoBR9G2TOGoyVzU61sIoTrPqWJS-ufCGN4Y,236,False,5003,5008,5005,8300,8000,8005,8009,8345,8352,"[6, 38, 9, 81, 22]",7,82790,['Marksman'],Mana,641,100,320,43.0,335,28,4.2,30,1.3,500,3.75,0.65,7.0,0.8,0,0,60,2.9,3.3,0.638,8,5,3,6
3,100,gczBJA1fCziAZFN7qtRwk7Ln7Av-XpSDCqMcCObKqEEFjg,360,False,5002,5008,5005,8100,8000,8010,8009,8135,8139,"[6, 38, 9, 81, 22]",5,30325,['Marksman'],Mana,600,108,349,38.0,335,26,4.7,30,1.3,500,3.25,0.55,8.2,0.7,0,0,57,3.3,3.3,0.658,8,5,3,6
4,100,_AtBJgZ0uVJxz10xrL0_4-nRsuwwLlGTHG-gFk2xAsdJ,526,False,5002,5002,5007,8300,8400,8439,8401,8306,8347,"[6, 38, 9, 81, 22]",5,21758,"['Tank', 'Support']",Mana,610,104,350,45.0,330,39,4.2,32,2.05,175,8.5,0.85,6.0,0.35,0,0,55,3.0,1.5,0.625,0,0,0,0
5,200,yfev_30nGcHzJO4Bf7w-pAbNRqjS2us9l8TuToXJF-LEMg,6,True,5002,5008,5005,8100,8000,8005,9111,8135,8139,"[122, 79, 236, 360, 526]",6,52824,"['Fighter', 'Tank']",Mana,655,102,340,45.0,330,36,5.45,32,2.05,350,7.5,0.7,7.25,0.8,0,0,63,4.0,3.75,0.625,8,5,3,8
6,200,U5-vvwokR6UnAPga5iBeum-QpY4mAMDUwtaw9lJq46nd,38,True,5002,5008,5007,8400,8100,8112,8139,8473,8451,"[122, 79, 236, 360, 526]",5,30210,"['Assassin', 'Mage']",Mana,646,119,400,87.0,335,19,4.0,30,1.3,150,6.0,0.5,6.0,0.8,0,0,59,3.9,3.7,0.64,3,5,8,8
7,200,c6OOyDiz8RKNPtiPWEYU7RWQATKKmC4d6pX_gVcBl4kVhQ,9,True,5002,5008,5008,8000,8100,8128,8126,9111,8014,"[122, 79, 236, 360, 526]",6,75497,"['Mage', 'Support']",Mana,650,106,500,28.0,335,34,4.7,30,1.3,480,5.5,0.6,8.0,0.8,0,0,55,2.65,2.11,0.625,2,3,9,9
8,200,MIvlzNCDfb4DYaeg7YY5PS6ezG6zD1iD0P666qPb5U72Zlw,81,True,5002,5008,5005,8200,8000,8010,8009,8226,8210,"[122, 79, 236, 360, 526]",5,34957,"['Marksman', 'Mage']",Mana,600,102,375,70.0,325,24,4.7,30,1.3,550,4.0,0.65,8.5,1.0,0,0,62,2.5,2.5,0.625,7,2,6,7
9,200,xvwjFT53GRNr9NL5A-eZPLOSwsCddcQoyIWx2Nv2anuOJsU,22,True,5002,5008,5008,8200,8100,8128,8126,8210,8237,"[122, 79, 236, 360, 526]",5,21803,"['Marksman', 'Support']",Mana,640,101,280,35.0,325,26,4.6,30,1.3,600,3.5,0.55,7.0,0.65,0,0,59,2.95,3.33,0.658,7,3,2,4
0,100,fvSOnbVMBRCUpVWoKPG1R-EUlRWrtCQ1OM2XpzubUiz2,39,False,5002,5008,5008,8400,8000,8010,9111,8473,8451,"[36, 5, 105, 22, 111]",3,6083,"['Fighter', 'Assassin']",Mana,590,124,350,50.0,335,36,4.7,30,2.05,200,8.5,0.85,8.0,0.8,0,0,65,4.0,2.5,0.656,7,4,5,5
1,100,ZuQyupJccbqSrIX0AHyXRZdVir34Y_S88FPvbz-lannRW-M,141,False,5002,5008,5008,8100,8000,8010,9111,8143,8135,"[36, 5, 105, 22, 111]",7,88648,"['Fighter', 'Assassin']",Mana,655,109,410,50.0,340,38,4.5,32,2.05,175,8.0,0.75,11.5,0.95,0,0,68,3.3,2.7,0.669,10,6,1,8
